title,sonnet_label,conf_4o_mini,conf_4o,opus_label
Tahina Paste,Unbranded,1.0,1.0,Unbranded
Cake Box (7*7*4),Unbranded,1.0,1.0,Unbranded
Magaj Big,Unbranded,1.0,1.0,Unbranded
Plastic Oven Bowl 2200 ml,Unbranded,1.0,1.0,Unbranded
Garbage Bag Big 30X50 Virgin,Unbranded,1.0,1.0,Unbranded
Lobo - 5 Spice Powder 65 gm 51547,Branded,1.0,1.0,Branded
Raw Banana- Nos,Unbranded,1.0,1.0,Unbranded
Kabuli Channa,Unbranded,1.0,1.0,Unbranded
Disposal Cap (Pkt),Unbranded,1.0,1.0,Unbranded
Green Chillies,Unbranded,1.0,1.0,Unbranded
Red Yellow Capsicum Mixed,Unbranded,1.0,1.0,Unbranded
Potato Flakes 1kg pkt,Unbranded,1.0,1.0,Unbranded
DESERT SPOON 12GTIDY,Unbranded,1.0,0.9999,Unbranded
Pizza Base 8 inch Whole Wheat Pan Crust (Junos),Branded,1.0,0.1112,Branded
Brinjal   Black,Unbranded,1.0,1.0,Unbranded
InWard Register,Unbranded,1.0,1.0,Unbranded
Maggi Seasoning Sauce 680Ml,Branded,1.0,1.0,Branded
Staff Subji,Unbranded,1.0,1.0,Unbranded
Canteen Tea Cup (130ML),Unbranded,1.0,1.0,Unbranded
#_# Griselda's Red Velvet Sticker (Eggless) - Cookie Cartel,Branded,1.0,0.7432,Branded
Pokchay,Unbranded,1.0,1.0,Unbranded
TL Slicer Cutter,Unbranded,1.0,0.9998,Unbranded
Fine Sev,Unbranded,1.0,1.0,Unbranded
Chlorin Liquid,Unbranded,1.0,1.0,Unbranded
R.O Water Bottles (20 Ltrs),Unbranded,1.0,1.0,Unbranded
J and B Rare,Branded,1.0,1.0,Branded
Moth / Math Atta - Flour - Moth Beans,Unbranded,1.0,1.0,Unbranded
Cumin Seeds,Unbranded,1.0,1.0,Unbranded
CHICKEN LEG RAW,Unbranded,1.0,1.0,Unbranded
Hot Dog Bun 55g L 160mm X W 55mm,Unbranded,1.0,1.0,Unbranded
Fork PLA 160 mm,Unbranded,1.0,1.0,Unbranded
Bed Sheet,Unbranded,1.0,1.0,Unbranded
Madhusudan Butter,Branded,1.0,1.0,Branded
PAPAYA,Unbranded,1.0,1.0,Unbranded
Twinings strawberry green tea,Branded,1.0,1.0,Branded
CHICKEN KEEMA FOR SEEKH,Unbranded,1.0,1.0,Unbranded
Frozen Fruit Raspberry,Unbranded,1.0,1.0,Unbranded
Soda Water Kinley 750 ml,Branded,1.0,1.0,Branded
RED PAPRIKA SLICED -840 GM,Unbranded,1.0,1.0,Unbranded
Fresh Milk (Full Cream),Unbranded,1.0,1.0,Unbranded
#_# Soaked Chia - The Whole Truth,Branded,1.0,1.0,Branded
Sweets Pcs. Rasmalai,Unbranded,1.0,1.0,Unbranded
#_# Tango Mango - Anando,Branded,1.0,1.0,Branded
MAPRO BLACK CURRANT 1 LTR,Branded,1.0,1.0,Branded
#_# Sticker - Sauce Dip Sticker Crunchy Chilli Oil - Prasuma,Branded,1.0,0.9999,Branded
BARDINET BRANDY 1000 ML,Branded,1.0,1.0,Branded
POTATO STARCH,Unbranded,1.0,1.0,Unbranded
Number Candles,Unbranded,1.0,1.0,Unbranded
Tandoori Masala Powder,Unbranded,1.0,1.0,Unbranded
Papaya,Unbranded,1.0,1.0,Unbranded
Cooking White Wine 750ml,Unbranded,1.0,1.0,Unbranded
Yellow Moong dal,Unbranded,1.0,1.0,Unbranded
Soda Kinley,Branded,1.0,1.0,Branded
#_# Plain Milk Chocolate Bar 41% [65 g] - Entisi Chocolatier,Branded,1.0,0.997,Branded
Paper Cup Holder,Unbranded,1.0,1.0,Unbranded
Oregano Herbs (Seasoning ),Unbranded,1.0,1.0,Unbranded
Cake Base 5.5x5.5 Plain,Unbranded,1.0,1.0,Unbranded
Pickle Mixed 5Kgs Jar,Unbranded,1.0,1.0,Unbranded
Vinyl Sticker 2x1.5 Ft,Unbranded,1.0,1.0,Unbranded
PAPER COVER BROWN -S - CHUTNEY,Unbranded,1.0,1.0,Unbranded
#_# Mango Biscoff Tub - Sassy Teaspoon,Branded,1.0,0.9987,Branded
SCOTCH BRITE - SOFT SPONGE,Branded,1.0,1.0,Branded
HAMDARD ROOHAFZA 750ML,Branded,1.0,1.0,Branded
Veggie Pizza Pocket,Unbranded,1.0,1.0,Unbranded
KALI MASOOR,Unbranded,1.0,1.0,Unbranded
COOK POT SS WITH LID 36*20  20LTR,Unbranded,1.0,1.0,Unbranded
Chef Coat S36  Black Half Sleeve,Unbranded,1.0,1.0,Unbranded
Soyabeen Chunks-Soya Chunks,Unbranded,1.0,1.0,Unbranded
Chocolate Sprinkle,Unbranded,1.0,1.0,Unbranded
Hot dog 7 inch with seeds,Unbranded,1.0,1.0,Unbranded
250ML Tea Pouch with Box,Unbranded,1.0,1.0,Unbranded
Lychee Juice 1000 Ml,Unbranded,1.0,1.0,Unbranded
Pickle Sachet,Unbranded,1.0,1.0,Unbranded
Aroma Diffuser Liquid,Unbranded,1.0,1.0,Unbranded
#_# The Berry Good Bar 72% [Chocolate Bar] - La Folie,Branded,1.0,1.0,Branded
Fresh Cream - 250ml,Unbranded,1.0,1.0,Unbranded
Garlic Bread Seasoning Powder,Unbranded,1.0,1.0,Unbranded
WF - 350 ml Bowl,Unbranded,1.0,1.0,Unbranded
#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,Branded,1.0,1.0,Branded
Phool Makana,Unbranded,1.0,1.0,Unbranded
GK-Morde - Hazelnut Chocopaste 1 Kg 140027,Branded,1.0,1.0,Branded
NON-VEG BURGER BUN (1x4),Unbranded,1.0,1.0,Unbranded
12OZ CLEAR PET CUPS,Unbranded,1.0,1.0,Unbranded
Pesto Hummus 95gm,Unbranded,1.0,1.0,Unbranded
Brioche Buns 70g D 100mm X H 45mm,Unbranded,1.0,1.0,Unbranded
#_# Mustard Seeds Temper/Tadka - Murukku,Unbranded,1.0,1.0,Branded
Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),Unbranded,1.0,1.0,Unbranded
Jeera Whole Grade 1,Unbranded,1.0,1.0,Unbranded
Maraschino Cherry 737 Gms,Unbranded,1.0,0.9997,Unbranded
Unbranded Wooden Spoon- 100pcs,Unbranded,1.0,1.0,Unbranded
Fortune Aata,Branded,1.0,1.0,Branded
Chef's Art - Crispy Cajun Breading Mix 1 Kg H51176,Branded,1.0,0.9992,Branded
Goodlife Milk 1ltr pkt Nandini,Branded,1.0,1.0,Branded
Thondaika,Unbranded,1.0,1.0,Unbranded
preethi xpro Duo mg-198 1300w,Branded,1.0,1.0,Branded
CHUNDAKKAI VATHAL,Unbranded,1.0,1.0,Unbranded
Corn Flour Weikfield,Branded,1.0,1.0,Branded
Delmonte - Eggless Mayo,Branded,1.0,0.9888,Branded
Fees for plumber,Unbranded,1.0,1.0,Unbranded
Plastic Ch. Mat,Unbranded,1.0,1.0,Unbranded
Tea Powder   Red Label 1kg pkt,Branded,1.0,1.0,Branded
Oat Milk AltCo. 200 ml,Branded,1.0,1.0,Branded
#_# Box of 20 Assorted Ganaches - La Folie,Branded,1.0,0.98,Branded
Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,Unbranded,1.0,0.9659,Unbranded
Cremica Chef Choice Mayo,Branded,1.0,1.0,Branded
Cashewnuts,Unbranded,1.0,1.0,Unbranded
Sauce-Schezwan,Unbranded,1.0,1.0,Unbranded
SAUCE MAYONNAISE,Unbranded,1.0,1.0,Unbranded
Cheddar White Wyke 2.5 Kg,Branded,1.0,1.0,Branded
Black Container 1000 ml with partition Lid,Unbranded,1.0,1.0,Unbranded
Coconut milk powder maggi,Branded,1.0,0.9999,Branded
Citric Acid Monohydrate 500 GM,Unbranded,1.0,1.0,Unbranded
Red Cherry with Stem 850g Tin,Unbranded,1.0,1.0,Unbranded
Stainless Steel Scrub,Unbranded,1.0,1.0,Unbranded
Tapioca Starch 500g pkt,Unbranded,1.0,1.0,Unbranded
Ajinomoto (Golden Crown),Branded,1.0,0.9996,Branded
Chocolate Hamper 812,Unbranded,1.0,1.0,Unbranded
Basa Fish,Unbranded,1.0,1.0,Unbranded
Tropicana Orange Juice 1 Ltr,Branded,1.0,1.0,Branded
Hoegaarden Belgian Blanche,Branded,1.0,1.0,Branded
Chicken Broth Powder Knorr,Branded,1.0,1.0,Branded
#_# Guava Pop (70 ML) - Noto,Branded,1.0,0.4036,Branded
Water Bottle Mrp 70,Unbranded,1.0,1.0,Unbranded
Cinnamon Stick Dalchini,Unbranded,1.0,1.0,Unbranded
DUSTER YELLOW,Unbranded,1.0,1.0,Unbranded
CHICKEN FRY MIXTURE (CF1),Unbranded,1.0,1.0,Unbranded
Kashmir Chili Whole,Unbranded,1.0,1.0,Unbranded
#_# Double Cocoa Protien Bar - The Whole Truth,Branded,1.0,1.0,Branded
Sprite 300 ml,Branded,1.0,1.0,Branded
Papaya Green,Unbranded,1.0,1.0,Unbranded
Cmc Powder,Unbranded,1.0,1.0,Unbranded
Urad Wash,Unbranded,1.0,1.0,Unbranded
Plastic Container (Round) - 250 ml,Unbranded,1.0,1.0,Unbranded
Tata Agni Dust Tea 1 kg,Branded,1.0,1.0,Branded
Cashewnut -2 pcs,Unbranded,1.0,1.0,Unbranded
Tom Kha Paste 1kg pkt,Unbranded,1.0,1.0,Unbranded
SOUR DOUGH BREAD,Unbranded,1.0,1.0,Unbranded
95 Die lid,Unbranded,1.0,1.0,Unbranded
CHAT PLATE 6 INCH,Unbranded,1.0,1.0,Unbranded
Dosa Rice,Unbranded,1.0,1.0,Unbranded
Mango Juice 1000 Ml,Unbranded,1.0,1.0,Unbranded
Frozen Sea Bass Fillets,Unbranded,1.0,1.0,Unbranded
Mixed Pickle 1 Kg,Unbranded,1.0,1.0,Unbranded
Amul Cheese Spread 200 Gm,Branded,1.0,1.0,Branded
Spinach,Unbranded,1.0,1.0,Unbranded
DISPOSIBLE GLOVES,Unbranded,1.0,0.9999,Unbranded
Yellow Color,Unbranded,1.0,0.9999,Unbranded
MOONG DHULI DAL,Unbranded,1.0,1.0,Unbranded
Chicken Tikka Marinated,Unbranded,1.0,1.0,Unbranded
A4 SIZE PAPER,Unbranded,1.0,1.0,Unbranded
Party Popper 40 CM,Unbranded,1.0,1.0,Unbranded
MDH - White Pepper Powder 100 gm 30291,Branded,1.0,1.0,Branded
Tomato ( For Gravy ),Unbranded,1.0,1.0,Unbranded
Crispy Chicken Wings- Drums+Flats,Unbranded,1.0,1.0,Unbranded
Floor Broom- Kharata,Unbranded,1.0,1.0,Unbranded
Dosa Batter Chilled,Unbranded,1.0,1.0,Unbranded
Floor Cleaner 5 Ltr,Unbranded,1.0,1.0,Unbranded
Butter Paper - Cassata (r=73mm),Unbranded,1.0,1.0,Unbranded
100 Pipers. 750Ml,Branded,1.0,1.0,Branded
Unbranded Black Pepper Whole 250gm,Unbranded,1.0,1.0,Unbranded
Black Fungus,Unbranded,1.0,1.0,Unbranded
MILK,Unbranded,1.0,1.0,Unbranded
Manchurian Balls 500 Gms,Unbranded,1.0,1.0,Unbranded
Coffee essence,Unbranded,1.0,1.0,Unbranded
Javitri (Mace),Unbranded,1.0,1.0,Unbranded
Valencia Orange,Unbranded,1.0,1.0,Unbranded
Iceberg,Unbranded,1.0,1.0,Unbranded
Cashew Half,Unbranded,1.0,1.0,Unbranded
Truffle Paste (500gm Pack),Unbranded,1.0,1.0,Unbranded
kikkoman Soya Sauce,Branded,1.0,1.0,Branded
Gas Lighter,Unbranded,1.0,1.0,Unbranded
Elastic thread round black 1.1 MM,Unbranded,1.0,1.0,Unbranded
CHICKEN THIGH BONELESS (80 - 90 gm),Unbranded,1.0,1.0,Unbranded
Coke Can 300 Ml,Branded,1.0,1.0,Branded
#_# Hazelnut Mousse Cake [500 gms] [Gluten Free] - Sassy Teaspoon,Branded,1.0,1.0,Branded
Duster,Unbranded,1.0,1.0,Unbranded
Date Label Sticker,Unbranded,1.0,1.0,Unbranded
RED LABEL TEA (1 KG),Branded,1.0,1.0,Branded
BASMATI BIRYANI RICE,Unbranded,1.0,1.0,Unbranded
Rose Loose,Unbranded,1.0,1.0,Unbranded
Biryani Box Printed Round with Lid (1250 gm),Unbranded,1.0,1.0,Unbranded
Orange/Malta,Unbranded,1.0,1.0,Unbranded
Thai Chilli Paste,Unbranded,1.0,1.0,Unbranded
Multi Fold Tissue,Unbranded,1.0,1.0,Unbranded
Sundried Tomatoes in oil,Unbranded,1.0,1.0,Unbranded
Pili mirch powder / yellow chilli powder,Unbranded,1.0,1.0,Unbranded
Nihari Masala,Unbranded,1.0,1.0,Unbranded
Cotton Dusters 21cm X 21cm,Unbranded,1.0,1.0,Unbranded
Chicken PCP (Bone),Unbranded,1.0,0.9898,Unbranded
Nihari Masala  (Shan),Branded,1.0,1.0,Branded
Butter Paper 15*15,Unbranded,1.0,1.0,Unbranded
SS GN PAN LID 1/6,Unbranded,1.0,1.0,Unbranded
IDLY POWDER,Unbranded,1.0,1.0,Unbranded
RASPBERRY IQF FROZEN,Unbranded,1.0,1.0,Unbranded
Plastic Film Pouch 7*10 80 Mic,Unbranded,1.0,1.0,Unbranded
Chops,Unbranded,1.0,1.0,Unbranded
CAPSICUM - Green,Unbranded,1.0,1.0,Unbranded
PAPER CARRY BAG,Unbranded,1.0,1.0,Unbranded
Chefs Art - Jamaican Jerk Seasoning 400 gm,Branded,1.0,0.9903,Branded
Ice Tea Bottle - 250ml,Unbranded,1.0,1.0,Unbranded
RICE ADA,Unbranded,1.0,1.0,Unbranded
JK Copier A4 Paper,Branded,1.0,1.0,Branded
Tikona Paratha,Unbranded,1.0,1.0,Unbranded
CHOCOLATE GANACHE (500GM),Unbranded,1.0,1.0,Unbranded
Green Peas,Unbranded,1.0,1.0,Unbranded
Mapro Strawberry  Berry Crush-5 Ltr,Branded,1.0,1.0,Branded
MUTTON BRAIN 1PCS,Unbranded,1.0,1.0,Unbranded
ALUMINIUM CONTAINER LID 750ML,Unbranded,1.0,1.0,Unbranded
Blueberry Cheesecake Jar,Unbranded,1.0,1.0,Unbranded
Sauce Chilli Green Tops,Unbranded,1.0,1.0,Unbranded
SOYA CHAAP STUFFED SF,Unbranded,1.0,1.0,Unbranded
Dry Ice,Unbranded,1.0,1.0,Unbranded
Sugar (Chini),Unbranded,1.0,1.0,Unbranded
Gold Bark (Leaf),Unbranded,1.0,1.0,Unbranded
GARBAGE BAG GREEN,Unbranded,1.0,1.0,Unbranded
GREEN CHILLI,Unbranded,1.0,1.0,Unbranded
Monin Peach flavour,Branded,1.0,1.0,Branded
Amrut fusion single malt whisky 750 ml,Branded,1.0,1.0,Branded
SANDWICH BOX,Unbranded,1.0,1.0,Unbranded
Note Book 240 Pages,Unbranded,1.0,1.0,Unbranded
White Pepper MDH 100 Gms,Branded,1.0,1.0,Branded
MINERAL WATER BOTTLE 1 LIT SF,Unbranded,1.0,1.0,Unbranded
SUGAR SACHET - 5GMS,Unbranded,1.0,1.0,Unbranded
PAPER NAPKIN - 12CM X12 CM - PLAIN - LOCAL - PKT,Unbranded,1.0,1.0,Unbranded
Water Chestnut In Water 567G,Unbranded,1.0,1.0,Unbranded
ROSE MARY,Unbranded,1.0,1.0,Unbranded
#_# Lotus Biscoff Icecream (125ML) - Bina,Branded,1.0,1.0,Branded
1200 ML ROUND CONTAINER,Unbranded,1.0,1.0,Unbranded
KAFFIR LIME,Unbranded,1.0,1.0,Unbranded
SOYABEEN RAW,Unbranded,1.0,1.0,Unbranded
Paper Straw,Unbranded,1.0,1.0,Unbranded
Kesari Color,Unbranded,1.0,1.0,Unbranded
Vanaspati 1kg pkt,Unbranded,1.0,1.0,Unbranded
Lemon Grass (Green),Unbranded,1.0,1.0,Unbranded
MILK AMUL TETRA PACK,Branded,1.0,1.0,Branded
JALI MAT 10MM HEAVY,Unbranded,1.0,1.0,Unbranded
Bayleaf Chounk,Unbranded,1.0,1.0,Unbranded
#_# Mysore Chutney Frozen - Murukku,Unbranded,1.0,1.0,Branded
Liquid Glucose,Unbranded,1.0,1.0,Unbranded
Paper Straws 6mm (100PC),Unbranded,1.0,1.0,Unbranded
Green Grapes,Unbranded,1.0,1.0,Unbranded
Breakfast Sugar 1Kg,Unbranded,1.0,1.0,Unbranded
GARLIC WHOLE,Unbranded,1.0,1.0,Unbranded
RAJDHANI - SOOJI (1KG),Branded,1.0,1.0,Branded
Chicken wings Coated ( ITC ),Branded,1.0,1.0,Branded
Keora Water 500Ml,Unbranded,1.0,1.0,Unbranded
Mutton currycut,Unbranded,1.0,1.0,Unbranded
RAMPURI MIRCH,Unbranded,1.0,1.0,Unbranded
Lemon Leaves Fresh,Unbranded,1.0,1.0,Unbranded
Milk Powder Nestle 1 Kg,Branded,1.0,1.0,Branded
Vat 69,Branded,1.0,1.0,Branded
Thermal Paper Roll   Billing,Unbranded,1.0,1.0,Unbranded
PAPER NAPKINS,Unbranded,1.0,1.0,Unbranded
Cavity for corrugated box 720ml,Unbranded,1.0,1.0,Unbranded
Cambro Polycarbonate LID for GN Pan 1/1,Branded,1.0,1.0,Branded
Toned Tetra Milk 1000 ml,Unbranded,1.0,1.0,Unbranded
Oaksmith,Branded,1.0,1.0,Branded
Tandoori Chicken Masala Powder,Unbranded,1.0,1.0,Unbranded
Grover Selecte Chenin Blanc 750 Ml,Branded,1.0,1.0,Branded
Packing tray ( 60x60x25mm ),Unbranded,1.0,1.0,Unbranded
Icing Sugar Powder,Unbranded,1.0,1.0,Unbranded
Macroni Rajdhani,Branded,1.0,1.0,Branded
Paper Napkin Tissue 16x16 2ply,Unbranded,1.0,1.0,Unbranded
Chefs Art - Piri Piri Sprinkler 250 gm 51189,Branded,1.0,0.9972,Branded
#_# Cothas Blend Coffee 200 Gm - Murukku,Branded,1.0,1.0,Branded
White Peas Batani,Unbranded,1.0,1.0,Unbranded
#_# Stirrer - Murukku,Unbranded,1.0,0.9999,Branded
#_# Cassata (110 ml) - Go Zero,Branded,1.0,1.0,Branded
Diya Oil,Unbranded,1.0,1.0,Unbranded
Butter Chiplet,Unbranded,1.0,1.0,Unbranded
Coca cola 750ml,Branded,1.0,1.0,Branded
Cumin Powder,Unbranded,1.0,1.0,Unbranded
Floor Mat,Unbranded,1.0,1.0,Unbranded
Taski R7 - 5ltr Can,Branded,1.0,1.0,Branded
Cello Tape 1,Branded,1.0,0.9972,Branded
Farali Chevdo (Tikho),Unbranded,1.0,1.0,Unbranded
Shot Glass 60Ml,Unbranded,1.0,1.0,Unbranded
Coconut Dry whole,Unbranded,1.0,1.0,Unbranded
Meat Masala MDH,Branded,1.0,1.0,Branded
Aluminium Container 750ml with Lid (Outlet),Unbranded,1.0,1.0,Unbranded
Manager Shirt Pink Size-S,Unbranded,1.0,0.9999,Unbranded
Fevicol 1 Kg,Branded,1.0,1.0,Branded
Dabur Honey,Branded,1.0,1.0,Branded
AA seal stickers,Unbranded,1.0,1.0,Unbranded
Panner Fresh 1 kg,Unbranded,1.0,0.9999,Unbranded
Dustbin Cover Small,Unbranded,1.0,1.0,Unbranded
Chavali Red,Unbranded,1.0,1.0,Unbranded
Saffron Kessar,Unbranded,1.0,1.0,Unbranded
Garbage Bag Green 30 X50,Unbranded,1.0,1.0,Unbranded
Fanta Can 300ml-GST@ 28%,Branded,1.0,1.0,Branded
Lid for paperbowl 500ml,Unbranded,1.0,1.0,Unbranded
#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,Branded,1.0,1.0,Branded
Micks Lotus Biscoff Biscuit,Branded,1.0,0.999,Branded
Green Mustard Microgreen,Unbranded,1.0,1.0,Unbranded
Duster Check/Hand,Unbranded,1.0,0.9999,Unbranded
Palm Jaggery (per kg),Unbranded,1.0,1.0,Unbranded
Quinoa 1 kg,Unbranded,1.0,1.0,Unbranded
Gochujang Sauce,Unbranded,1.0,1.0,Unbranded
MUMBAI RAVA 5 KG,Unbranded,1.0,1.0,Unbranded
Duster cloth-Thick Mop,Unbranded,1.0,1.0,Unbranded
Cheese Block Processed,Unbranded,1.0,1.0,Unbranded
VINEGAR SYNTHETIC 750ML,Unbranded,1.0,1.0,Unbranded
Palak paste,Unbranded,1.0,1.0,Unbranded
Grated mozzarella New Onesta,Branded,1.0,0.9838,Branded
Salt Black Tiger,Unbranded,1.0,1.0,Unbranded
MONIN VANILLA SYRUP 1 L,Branded,1.0,1.0,Branded
Squeeze bottles -  Large,Unbranded,1.0,1.0,Unbranded
Chicken Lollypop Plate,Unbranded,1.0,1.0,Unbranded
BLACK PAPER,Unbranded,1.0,0.148,Unbranded
Bread Crumb (Orange),Unbranded,1.0,1.0,Unbranded
Gram Flour/Besan (Motichur),Unbranded,1.0,1.0,Unbranded
Harpic 500 Ml,Branded,1.0,1.0,Branded
Garbage Bags 29*39,Unbranded,1.0,1.0,Unbranded
Slider Bun 25GMS x 3'',Unbranded,1.0,1.0,Unbranded
Chicken Galouti,Unbranded,1.0,1.0,Unbranded
Millet Dosa Batter - ME,Unbranded,1.0,0.9999,Unbranded
Sesame Seeds White,Unbranded,1.0,1.0,Unbranded
#_# Baked Salted Caramel Cheesecake - Sassy Teaspoon,Branded,1.0,0.9984,Branded
McCain Rosti Round/ Hash Brown 1.5kg,Branded,1.0,1.0,Branded
#_# Gate Pass Book,Unbranded,1.0,1.0,Unbranded
Sriracha (570gm bottle),Branded,1.0,0.9417,Branded
"Newtrition - Lemon Ginger, 500 ML",Branded,1.0,0.0256,Branded
Pet Jar 6 inch,Unbranded,1.0,1.0,Unbranded
CHANA MASALA MDH 100GM,Branded,1.0,1.0,Branded
Budweiser Premium,Branded,1.0,1.0,Branded
Tape Dispenser,Unbranded,1.0,1.0,Unbranded
MOTICHOOR LADDU 250g,Unbranded,1.0,1.0,Unbranded
Thums Up 250 ml,Branded,1.0,1.0,Branded
Coffee powder Nescafe 500 gm,Branded,1.0,1.0,Branded
Cotton pink plan shirt  (Size-XXL),Unbranded,1.0,1.0,Unbranded
RAGI WHOLE,Unbranded,1.0,1.0,Unbranded
Diversey Spray Bottles,Branded,1.0,1.0,Branded
FULL CREAM MILK,Unbranded,1.0,1.0,Unbranded
Kakdi - Cucumber,Unbranded,1.0,1.0,Unbranded
Kissan Tomato Sause Dip,Branded,1.0,1.0,Branded
Disposable Paper Glass 150 ml Customized Printed Cups 180 GSM Paper,Unbranded,1.0,1.0,Unbranded
Amul Fresh Cream 1 Ltr- Exempt,Branded,1.0,1.0,Branded
#_# Roasted Chana Dal - Murukku,Unbranded,1.0,1.0,Branded
English Toffee,Unbranded,1.0,1.0,Unbranded
Dal Tadka Lentils- ( 920 gms ),Unbranded,1.0,1.0,Unbranded
Truffle Oil Urbani 250 ml,Branded,1.0,1.0,Branded
Taski D9 (5lt),Branded,1.0,1.0,Branded
MTR Sambar,Branded,1.0,1.0,Branded
Rai (Mustard Seed) 100gm,Unbranded,1.0,1.0,Unbranded
Strawberry,Unbranded,1.0,1.0,Unbranded
BIRTHDAY CAP BOY,Unbranded,1.0,1.0,Unbranded
Chili Powder 1kg pkt,Unbranded,1.0,1.0,Unbranded
Flax Seeds Plain,Unbranded,1.0,1.0,Unbranded
Aniseed Whole - Saunf,Unbranded,1.0,1.0,Unbranded
Kaffir Lime Leaves,Unbranded,1.0,1.0,Unbranded
Kasoori Methi Dry 100GM,Unbranded,1.0,1.0,Unbranded
Jackfruit Cut (kathal),Unbranded,1.0,1.0,Unbranded
AJINO MOTO,Branded,1.0,1.0,Branded
PLASTIC CONTAINER 25ML,Unbranded,1.0,1.0,Unbranded
Gherkin (pickled Cucumber whole),Unbranded,1.0,1.0,Unbranded
Ashok Besan,Branded,1.0,1.0,Branded
SEED TIL WHITE NYLON,Unbranded,1.0,1.0,Unbranded
Natural Mineral Water Aava 500 ml,Branded,1.0,1.0,Branded
Non woven bag cinnamon big,Unbranded,1.0,1.0,Unbranded
CHILLY POWDER  1KG,Unbranded,1.0,1.0,Unbranded
#_# Kulfi Insulation Bag - Parsi Dairy Farm,Branded,1.0,1.0,Branded
Brown Sugar sachet,Unbranded,1.0,1.0,Unbranded
Parmesan Cheese 1kg,Unbranded,1.0,1.0,Unbranded
Stamp Pad Medium Blue,Unbranded,1.0,1.0,Unbranded
Pink Gel Colour,Unbranded,1.0,1.0,Unbranded
Colin Spray 500ml,Branded,1.0,1.0,Branded
Frozen Beans (1Kg),Unbranded,1.0,1.0,Unbranded
MDH Pav Bhaji Masala 100 grams,Branded,1.0,1.0,Branded
APRICOT 200 GM PACK,Unbranded,1.0,1.0,Unbranded
Kaju 4pcs,Unbranded,1.0,1.0,Unbranded
#_# Mop Refill [Wet],Unbranded,1.0,1.0,Unbranded
MINI JAMUN 100g,Unbranded,1.0,1.0,Unbranded
#_# Motichur Laddu 500gms - Dadus,Branded,1.0,1.0,Branded
Mogra Staff Rice (Broken Basmati Rice) 30 Kg 138777,Unbranded,1.0,1.0,Unbranded
Turmeric Powder 500 grams,Unbranded,1.0,1.0,Unbranded
BROWN BUN,Unbranded,1.0,1.0,Unbranded
Chicken Drumstick with Skin - Marinated,Unbranded,1.0,1.0,Unbranded
SS Round Plate 10 Inch- Order Plate,Unbranded,1.0,1.0,Unbranded
Cheese Slice 200nos X 11.35g 2.27 Kg,Unbranded,1.0,1.0,Unbranded
Coffee and Chocolate Brookies,Unbranded,1.0,1.0,Unbranded
Milk Premium Farm Fresh 1 Ltr,Unbranded,1.0,1.0,Unbranded
Chipotle Sauce,Unbranded,1.0,1.0,Unbranded
Raspberry Fruit,Unbranded,1.0,1.0,Unbranded
Pitambari 150 gm,Branded,1.0,1.0,Branded
GREEN CURRY PASTE NAMJAI 1 KG,Branded,1.0,1.0,Branded
#_# Scissor,Unbranded,1.0,1.0,Unbranded
AMUL CHEESE SP PLAIN,Branded,1.0,1.0,Branded
SAUCE SOYA DARK,Unbranded,1.0,1.0,Unbranded
#_# Sweet Chilli Sauce 15g - Prasuma,Branded,1.0,1.0,Branded
Black and White 750Ml,Branded,1.0,1.0,Branded
Plain Container - Classic Cassata (110 ml),Unbranded,1.0,0.9993,Unbranded
Korean Chilli Powder 300 gm,Unbranded,1.0,1.0,Unbranded
Plastic Storage Boxes - Meduim,Unbranded,1.0,1.0,Unbranded
Burger Box,Unbranded,1.0,1.0,Unbranded
Jacobs Creek Red 750Ml,Branded,1.0,1.0,Branded
Transfer Notebook,Unbranded,1.0,1.0,Unbranded
ALMOND(BADAM),Unbranded,1.0,1.0,Unbranded
Tape 1 Inch,Unbranded,1.0,1.0,Unbranded
SHIKANJI MASALA,Unbranded,1.0,1.0,Unbranded
Sugar Regular,Unbranded,1.0,1.0,Unbranded
Chick peas,Unbranded,1.0,1.0,Unbranded
Nestle Water (19 Litre),Branded,1.0,1.0,Branded
SUGAR,Unbranded,1.0,1.0,Unbranded
Kitchen King MDH 100 Gm- GST @ 5%,Branded,1.0,1.0,Branded
Aluminium (Silver) Pouches 6 inch * 9 inch (Pack of 100) 137302,Unbranded,1.0,1.0,Unbranded
Chilly Byadagi,Unbranded,1.0,1.0,Unbranded
CHAPAD HEAVY,Unbranded,1.0,0.9998,Unbranded
Fajita Topping,Unbranded,1.0,1.0,Unbranded
MANGO JUICE 1 LTR,Unbranded,1.0,1.0,Unbranded
Shimeji Mushrooms,Unbranded,1.0,1.0,Unbranded
Lettuce Lollo Rosso,Unbranded,1.0,1.0,Unbranded
American corn Sweet (per piece),Unbranded,1.0,1.0,Unbranded
#_# Prasuma FS Tandoori Veg Momos - Prasuma,Branded,1.0,1.0,Branded
7 inch Plate Chuk,Unbranded,1.0,0.9999,Unbranded
BOOKLET - LEAVE APPLICATION,Unbranded,1.0,1.0,Unbranded
#_# French Vanilla (500 ml) - Go Zero,Branded,1.0,0.9986,Branded
