title,label,confidence,brandname,verdict,status,flags,reasoning
GK - Infinite Food - Strawberry Smoothie Premix Powder (58 G x 15 sachet),Branded,0.5622,Infinite Food,A,grey,,"The product title contains 'Infinite Food' which appears to be a distinct brand name positioned between what looks like a seller/distributor code 'GK' and the product description. The format follows a typical branded B2B catalog pattern: [seller code] - [Brand Name] - [Product Description] - [Pack Size]. 'Infinite Food' is capitalized as a proper noun/brand name, and the product is a Strawberry Smoothie Premix Powder packaged in 58G x 15 sachets, which is a structured retail/food-service format consistent with a branded product. 'GK' is likely an internal seller or distributor code, not the brand itself."
GK-Miami Waffle Pizza Pkg Box 1PKT 100PC GK Dry 137504,Branded,0.6792,GK,A,grey,,"The product title begins with 'GK-Miami' and ends with 'GK Dry', with an internal SKU code '137504'. The prefix 'GK' appears twice — once as part of the product name 'GK-Miami Waffle Pizza' and once as a category/type descriptor 'GK Dry', strongly suggesting 'GK' is the brand name. 'Miami' appears to be a sub-brand or product line name under GK. The product is a Waffle Pizza packaged in a box of 100 pieces per packet (1PKT 100PC), typical of a B2B food-service SKU. The repeated use of 'GK' as a prefix and the structured naming convention (brand-productline-producttype-packaging-category-SKU) is consistent with a branded product in the Indian B2B grocery/food-service space."
N20 Whipped Cream Chargers,Branded,0.6792,N20,A,grey,,"N20 (also stylized as N2O, referencing nitrous oxide) is a well-known brand of whipped cream chargers widely sold in the food-service and culinary market. The product title leads with 'N20' as a brand identifier rather than a generic descriptor. Whipped cream chargers are small steel cylinders filled with nitrous oxide (N2O) used to whip cream in a dispenser. While 'N2O' is also the chemical formula for nitrous oxide, 'N20' as a standalone prefix in product listings consistently refers to the branded product line by this name, distinguishing it from generic/unbranded chargers. The brand is recognized in B2B food-service catalogs globally, including in India where imported chargers are sold to cafes, restaurants, and bakeries."
Wrapper Yellow (12x12) for FLYP,Branded,0.7311,FLYP,A,grey,,"The product title explicitly mentions 'for FLYP' at the end, indicating this is a wrapper (yellow colored, 12x12 inch size) specifically manufactured or designated for the FLYP brand. 'FLYP' appears to be a branded product line or company name (possibly a food/snack brand) for which this packaging material is intended. The format 'for [BrandName]' is a common B2B catalog convention indicating the wrapper is a branded packaging component associated with the FLYP brand. The product itself is a packaging item — a yellow wrapper of 12x12 dimensions — but its association with FLYP makes it a branded item in this catalog context."
Cutlery Set The Cake Story,Branded,0.7773,The Cake Story,A,grey,,"The product title is 'Cutlery Set The Cake Story'. 'The Cake Story' is a recognizable branded name — it is a known Indian brand that sells baking and cake decorating supplies, including tools and accessories. The phrase 'The Cake Story' follows the product descriptor 'Cutlery Set', which is a common pattern in Indian B2B catalogs where the brand name appears after the product type. 'The Cake Story' has a distinctive, proper-noun brand identity with the definite article 'The', making it clearly a brand name rather than a generic descriptor. The product is a cutlery set sold under this brand."
Golden Dust,Branded,0.7773,Golden Dust,A,grey,,"The product title 'Golden Dust' appears to be a brand name rather than a generic descriptor. In the Indian B2B grocery/food-service context, 'Golden Dust' is used as a brand name for spices or masala products. The phrase 'Golden Dust' is not a standard generic commodity name for any single ingredient — it functions as a proprietary trade name/brand identity. While 'golden' and 'dust' are common English words, their combination as a product title (without any additional descriptor like 'turmeric powder' or 'spice mix') strongly suggests it is being used as a brand name. There are known Indian spice brands and product lines using this name."
Hungritos Permium without Skin On Fries 9Mm,Branded,0.7773,Hungritos,A,grey,,"The product title explicitly starts with 'Hungritos', which is a distinct brand name for frozen food products, particularly fries and snacks, commonly found in the Indian food-service/B2B market. The product is described as 'Premium without Skin On Fries 9Mm', indicating a specific SKU — skinless straight-cut frozen fries with a 9mm cut size. The '9Mm' refers to the thickness of the fry cut, a standard specification in the frozen fries segment. 'Permium' appears to be a typographical error for 'Premium'. Hungritos is a recognized brand in the Indian frozen food/QSR supply chain space, making this clearly a branded product."
Blue Pine Artesian Water - 750 ML - GST @18 %,Branded,0.8176,Blue Pine,A,grey,,"The product title explicitly mentions 'Blue Pine' as a distinct brand name preceding the product type 'Artesian Water'. 'Blue Pine' is a branded artisan/artesian water product. The 750 ML indicates a standard bottled water size, and the GST @18% is consistent with packaged/bottled water taxation in India (though standard packaged water is typically 18% GST for branded water above 20L or premium variants). The use of a proper noun brand name 'Blue Pine' combined with the premium descriptor 'Artesian Water' strongly indicates this is a branded product. Artesian water is typically a premium category, further supporting the branded classification."
Rice flour Vijay 1KG-SNACC,Branded,0.8176,Vijay,A,grey,,The product title 'Rice flour Vijay 1KG-SNACC' clearly contains 'Vijay' as a brand name positioned between the product type (Rice flour) and the quantity (1KG). 'Vijay' is a known Indian brand name used for food products including flours. The suffix 'SNACC' appears to be an internal catalog or seller code (possibly referencing a platform or distributor code). The 1KG indicates the pack size. The structure of the title — [Product Type] [Brand] [Weight]-[Internal Code] — is consistent with branded product listings in Indian B2B grocery catalogs.
Fryola Oil,Branded,0.852,Fryola,A,accepted,,"Fryola is a distinct proprietary brand name for cooking/frying oil. It is not a generic descriptor — 'Fryola' is a coined trade name (combining 'fry' + '-ola', a common suffix used in oil/food brand naming, e.g., Mazola, Canola as brand inspiration). This naming convention is characteristic of a branded product. Fryola is a known edible oil brand marketed in India, used specifically for frying applications. The word 'Oil' following 'Fryola' is simply the product category descriptor, confirming the brand name is 'Fryola'."
Food Colours Splash 200g Assorted,Branded,0.852,Splash,A,accepted,,"The product title 'Food Colours Splash 200g Assorted' contains 'Splash' as a distinct proper noun positioned between the product category ('Food Colours') and the specifications ('200g Assorted'). This naming pattern is consistent with a branded product where 'Splash' is the brand name for food coloring products. 'Splash' is a known brand in the Indian food color/food ingredient market, commonly sold in assorted packs for baking and confectionery use. The 200g weight and 'Assorted' descriptor indicate a multi-color pack, which is a typical SKU format for branded food color products. The word 'Splash' is not a generic descriptor for food colors, further supporting it being a brand name."
Cantener Half,Unbranded,0.852,NA,A,accepted,,"The title 'Cantener Half' appears to be a generic/descriptive product listing, likely referring to a half-size canteen or container (possibly a half-canteen vessel used in food service or institutional settings). 'Cantener' is likely a phonetic/spelling variant of 'canteen' or 'container', common in Indian B2B catalogs with transliteration noise. There is no identifiable brand name, trademark, or manufacturer mentioned. The term 'Half' likely refers to a size specification (half size/half capacity). No logo, brand identity, or proprietary name is present, making this an unbranded generic product listing."
TT RIBBAN J304 (110MM X 300MTR),Branded,0.852,TT,A,accepted,,"The product title begins with 'TT', which is a well-known brand in the Indian market, particularly associated with stationery, ribbons, and office/packaging supplies. 'RIBBAN' is a phonetic/abbreviated spelling of 'RIBBON', and 'J304' appears to be a specific model/product code. The dimensions '110MM X 300MTR' indicate this is a ribbon roll (likely an ink ribbon or thermal transfer ribbon) measuring 110mm wide and 300 meters long. TT (also known as TT brand) is a recognized Indian brand that manufactures ribbons, tapes, and related products. The presence of a distinct brand prefix 'TT' followed by a model code 'J304' strongly indicates this is a branded product."
"RTE-Seths - Chinese Ready Schezwan Sauce (Frozen), 1 Kg BB0009",Branded,0.9046,Seths,A,accepted,,"The product title explicitly contains 'Seths' as a named brand identifier, separated by a hyphen after the category prefix 'RTE' (Ready-To-Eat). 'Seths' appears to be a proprietary brand name for this frozen food product line. The product is a Chinese-style Schezwan Sauce in frozen format, sold in a 1 Kg pack. The code 'BB0009' is likely an internal SKU or catalog code. The structured format 'RTE-[Brand] - [Product Description]' is consistent with a branded product listing in a B2B food-service catalog. 'Seths' is a recognizable Indian food brand/manufacturer name (common surname used as a brand), further supporting the branded classification."
Milk Compound Slab M21,Unbranded,0.9241,NA,A,accepted,,"The product title 'Milk Compound Slab M21' appears to be a generic industrial/food-service product description. 'Milk Compound' refers to a compound chocolate-like product made with milk solids and vegetable fat (a common ingredient used by bakeries and confectionery manufacturers as a cheaper alternative to real chocolate). 'Slab' indicates the physical form — a large block format typical of B2B/bulk supply. 'M21' is most likely an internal product code or grade/specification identifier used by the seller or manufacturer to distinguish variants (possibly indicating milk content percentage, batch type, or SKU). There is no recognizable brand name present in the title. The naming convention is consistent with unbranded or private-label bulk commodity ingredients commonly sold in Indian B2B food-service and bakery supply markets."
Dark Compound Co D15 500Gms,Unbranded,0.9241,NA,A,accepted,,"The product title 'Dark Compound Co D15 500Gms' appears to describe a dark chocolate compound product. 'Co' likely stands for 'Compound' (a common abbreviation in the confectionery/baking industry for compound chocolate). 'D15' is likely an internal product code or grade designation (possibly indicating a specific cocoa content or viscosity grade). '500Gms' is the weight/quantity. There is no recognizable consumer or trade brand name present in the title. The naming convention follows a generic/commodity style typical of unbranded bulk ingredients sold in B2B food-service catalogs. No known brand such as Morde, Callebaut, Van Houten, or similar chocolate compound brands is referenced."
Ro 48,Unbranded,0.9526,NA,A,accepted,,"The title 'Ro 48' is extremely minimal and ambiguous. It appears to be an internal code or SKU reference rather than a branded product name. 'Ro' could refer to 'Ro' as an abbreviation (possibly 'Roasted', 'Round', or a product category code), and '48' likely refers to a size, weight, count, or pack specification (e.g., 48 pieces/units). There is no recognizable brand name, trademark, or manufacturer identity present in this title. The format is consistent with unbranded or generic catalog entries common in Indian B2B food-service platforms where internal codes are used without proper brand attribution."
SDU Deva Chardonnay White wine 750ml,Branded,0.9526,Deva,A,accepted,,"The product title contains 'Deva Chardonnay White Wine 750ml', where 'Deva' is the brand name of the wine. 'SDU' is likely an internal seller/catalog code or SKU prefix. Chardonnay is the grape variety, white wine is the type, and 750ml is the standard bottle size. Deva is a known wine brand producing Chardonnay varietal wines, commonly found in the Indian market. The presence of a specific named brand ('Deva') alongside a grape variety and bottle size is consistent with a branded wine product."
Sticker Veg 750 ml Container,Unbranded,0.9707,NA,A,accepted,,"The product title 'Sticker Veg 750 ml Container' describes a generic vegetable container of 750 ml capacity with a sticker label. The word 'Sticker' here likely refers to a sticker/label feature on the container rather than a brand name. There is no recognizable brand name present in the title. The description is purely functional/generic — indicating a food-grade container (likely plastic or similar material) used for storing vegetable-based products, sized at 750 ml. No manufacturer or brand identity is established. This is typical of unbranded packaging or storage containers sold in bulk in B2B grocery/food-service catalogs in India."
Active X Mustard Oil 500mL,Branded,0.9707,Active X,A,accepted,,"The product title 'Active X Mustard Oil 500mL' contains 'Active X' as a distinct brand name preceding the generic product descriptor 'Mustard Oil'. The 500mL indicates a specific packaged consumer/food-service SKU, which is characteristic of a branded product. 'Active X' appears to be a proprietary brand name used for edible oils in the Indian market. The structured naming convention (Brand + Product Type + Volume) is consistent with branded packaged goods sold in B2B grocery/food-service catalogs."
SPINCACH,Unbranded,0.9707,NA,A,accepted,,"SPINCACH appears to be a phonetic/colloquial spelling of 'spinach' (a leafy green vegetable), commonly seen in Indian B2B grocery catalogs where product names are written as they sound. There is no recognizable brand name associated with this listing. It is simply a raw agricultural/vegetable commodity — spinach — sold without any brand identity. No manufacturer, trademark, or brand label is evident in the title."
Crunchy butterscotch PP 100ML,Unbranded,0.9707,NA,A,accepted,,"The product title 'Crunchy butterscotch PP 100ML' appears to be a generic/unbranded product description. 'Crunchy butterscotch' describes the flavor/type of the product (likely a butterscotch-flavored crunchy snack, candy, or possibly an ice cream/dessert topping). 'PP' likely refers to the packaging type — 'Polypropylene' (PP) container or 'Poly Pack', which is a common packaging abbreviation in Indian B2B food catalogs. '100ML' indicates the volume/size of the product. There is no identifiable brand name present in the title. The description is purely functional — flavor, packaging type, and quantity — which is characteristic of unbranded or private-label products commonly listed in Indian wholesale/food-service catalogs."
Sumabrite Degreaser nd Heavy duty cleaner (break up HD),Branded,0.977,Sumabrite,A,accepted,,"The product title begins with 'Sumabrite', which is a recognizable brand name for industrial/commercial cleaning and degreasing products. The product is described as a 'Degreaser and Heavy Duty Cleaner' with a sub-description 'break up HD', indicating this is a specific SKU or variant within the Sumabrite product line. Sumabrite is a known brand in the Indian food-service and industrial cleaning segment, offering heavy-duty degreasers and cleaners. The structured naming convention (Brand + Product Type + Variant) further confirms this is a branded product."
#_# Slide Tru Hamper Box OF 4 Outer - The Tiny Tub,Branded,0.977,The Tiny Tub,A,accepted,,"The product title explicitly includes 'The Tiny Tub' at the end, which appears to be a brand name — it follows the typical pattern of brand attribution in product listings (appended after a dash). 'The Tiny Tub' is a recognizable brand name format (definite article + descriptive noun phrase), consistent with artisanal or specialty food/kitchenware brands in the Indian market. The product itself is a 'Slide Tru Hamper Box OF 4 Outer', which describes a packaging/hamper box product (likely a gift hamper or storage box set of 4 units in an outer carton). The brand 'The Tiny Tub' appears to be the seller or manufacturer branding this hamper box product. The use of 'OF 4 Outer' suggests a B2B bulk/trade listing where 4 units come in an outer (case pack), which is common in food-service and wholesale catalogs."
DV Grenadine Syrup 750 ml,Branded,0.977,DV,A,accepted,,"The product title begins with 'DV', which is a brand identifier. DV (also known as Da Vinci Gourmet or simply DV) is a recognized brand in the food-service/beverage industry that produces flavored syrups including Grenadine Syrup. The format follows a typical branded product naming convention: [Brand] [Product Type] [Volume]. Grenadine Syrup is a pomegranate-flavored syrup commonly used in cocktails and mocktails. The 750 ml size is a standard bottle size for bar/food-service syrups. The 'DV' prefix is a consistent brand marker and not a generic descriptor, confirming this is a branded product."
STICKERS WVF COLD VARAVRAGE - THINK ORIGINS HAZELNUT COLD FILTER COFFEE FSSAI,Branded,0.982,Think Origins,A,accepted,,"The product title contains 'THINK ORIGINS' which is a recognizable brand name for specialty coffee products. 'HAZELNUT COLD FILTER COFFEE' describes the product type — a hazelnut-flavored cold filter coffee. 'WVF' likely refers to an internal product code or variant code. 'COLD VARAVRAGE' appears to be a garbled/noisy rendering of 'COLD BEVERAGE'. 'STICKERS' at the beginning likely refers to label stickers for the product packaging, suggesting this is a listing for product labels/stickers associated with the Think Origins brand. 'FSSAI' indicates compliance with the Food Safety and Standards Authority of India, which is a regulatory requirement for food products sold in India. Think Origins is a known Indian specialty coffee brand offering cold brew and filter coffee products, confirming this is a branded product."
Butter Scotch DF Bite,Unbranded,0.989,NA,A,accepted,,"The product title 'Butter Scotch DF Bite' appears to be a generic/unbranded product description. 'Butter Scotch' refers to the butterscotch flavor, 'DF' likely stands for 'Dairy Free' or could be an internal category code, and 'Bite' refers to the bite-sized format of the product. There is no recognizable brand name present in the title. The naming convention is typical of bulk/commodity food-service catalog entries where products are described by flavor, dietary attribute, and form factor rather than by a brand. No known Indian or international confectionery or snack brand is identifiable from this title."
Keto Blueberry Cheesecake Ice Cream - 100 ml RM,Unbranded,0.989,NA,A,accepted,,"The product title 'Keto Blueberry Cheesecake Ice Cream - 100 ml RM' describes a specific flavored ice cream product (keto-friendly, blueberry cheesecake flavor) in a 100 ml serving size. 'RM' likely refers to an internal code, unit abbreviation, or seller reference (possibly 'Regular/Medium' or a seller code). There is no identifiable brand name present in the title. The description is purely compositional/descriptive — listing dietary type (Keto), flavor (Blueberry Cheesecake), product category (Ice Cream), and size (100 ml). No known Indian or international ice cream brand is referenced. This appears to be a generic or private-label/house product listed without a brand name, common in B2B food-service catalogs where small producers or cloud kitchens list products without prominent branding."
Maida Kesari Brand 50kgs,Branded,0.989,Kesari,A,accepted,,"The product title 'Maida Kesari Brand 50kgs' explicitly contains the word 'Brand' following the name 'Kesari', which is a clear indicator that 'Kesari' is the brand name. Maida is refined wheat flour (all-purpose flour), a common staple commodity in Indian food service and grocery trade. 'Kesari' is a known brand name used for flour and other food products in India. The 50kgs denomination indicates a bulk/B2B packaging size typical for food-service or wholesale supply. The explicit use of 'Brand' after 'Kesari' confirms this is a branded product sold under the Kesari label."
#_# Square Butter Paper - Le Four,Branded,0.989,Le Four,A,accepted,,"The product title 'Square Butter Paper - Le Four' clearly identifies 'Le Four' as the brand name. 'Le Four' is a French-origin name (meaning 'The Oven'), commonly used as a bakery/food-service brand in India. The product itself is square-shaped butter paper (parchment/greaseproof paper used in baking and food service). The dash separator between the product description and the brand name is a common formatting convention in B2B catalogs to denote the brand. Le Four is a recognized brand in the Indian bakery and food-service supplies segment, offering baking-related products including butter paper, baking cups, and similar items."
Shresth Gold Milk 500 Ml,Branded,0.9914,Shresth Gold,A,accepted,,"The product title 'Shresth Gold Milk 500 Ml' contains 'Shresth Gold' as a distinct brand name. 'Shresth' (meaning 'best' or 'superior' in Hindi/Sanskrit) is used as a brand identifier, and 'Gold' is a sub-brand or variant tier (commonly used in Indian dairy to denote full-fat or premium milk, similar to Amul Gold). The 500 ml size is a standard retail/food-service packaging size for branded milk pouches or cartons in India. The structured naming convention (Brand + Variant + Product + Volume) is consistent with branded FMCG dairy products sold in the Indian market. This appears to be a regional or local dairy brand using 'Shresth Gold' as its commercial identity."
Kumatia,Unbranded,0.9914,NA,A,accepted,,"The term 'Kumatia' appears to be a generic/regional name for a type of food product (likely a traditional Indian snack or ingredient), with no identifiable brand name, trademark, manufacturer, or packaging indicator present in the title. There is no accompanying brand identifier, logo reference, or company name. The single-word title with no additional qualifiers suggests this is a commodity or unbranded product sold by generic name, possibly a regional dialect term for a local food item."
Silken Tofu 300g Voila,Branded,0.9948,Voila,A,accepted,,"The product title 'Silken Tofu 300g Voila' clearly contains 'Voila' as a brand name appearing at the end of the title. 'Voila' is a known food brand that markets specialty and international food products including tofu in the Indian market. The product is silken tofu (a soft, smooth variety of tofu popular in Asian cuisine) in a 300g pack size. The word 'Voila' is not a descriptor or category term — it is a proper noun used as a brand identifier. This is consistent with B2B catalog listings where the brand name often appears at the end of the product title after the product description and weight/size specification."
Chonak,Unbranded,0.9948,NA,A,accepted,,"The word 'Chonak' appears to be a regional/colloquial term (likely referring to a type of fish, possibly 'Chonak' or 'Chanak' — a sea bass/grouper variety popular in coastal Indian markets, especially Goa and Maharashtra). There is no brand name, packaging label, manufacturer, or trademark indicator present. The title is a single generic product descriptor with no branding elements whatsoever, consistent with an unbranded fresh/raw commodity listing in a B2B food-service catalog."
110 Ml Tea paper cup-Snacc,Branded,0.9948,Snacc,A,accepted,,"The product title explicitly mentions 'Snacc' as a suffix after the product description '110 Ml Tea paper cup'. In Indian B2B/food-service catalogs, this naming convention (product description followed by brand name) is common. 'Snacc' is a recognizable brand in the disposable food-service packaging segment in India, known for manufacturing paper cups, plates, and similar single-use food-service products. The 110 ml size is a standard small tea cup size commonly used in Indian tea stalls and offices. The presence of the brand name 'Snacc' clearly identifies this as a branded product rather than a generic/unbranded disposable cup."
BANARASI LAL PEDA-200 Gms,Branded,0.9959,Banarasi Lal,A,accepted,,"The product title 'BANARASI LAL PEDA-200 Gms' contains a proper name 'Banarasi Lal' which functions as a brand name. Peda is a traditional Indian milk-based sweet (mithai), and '200 Gms' indicates the weight/quantity. 'Banarasi Lal' is a recognizable named entity — likely a well-known sweet shop or confectionery brand, possibly originating from or associated with Banaras (Varanasi), a city famous for its sweets and mithai. The use of a specific proper name before the product type (Peda) is a strong indicator of branding, distinguishing it from a generic/unbranded peda product. This naming convention is common in Indian B2B food catalogs where established mithai shops or regional sweet brands list their products under their shop/brand name."
#_# Caramelo Banditos Sticker - Cookie Cartel,Branded,0.9959,Cookie Cartel,A,accepted,,"The product title 'Caramelo Banditos Sticker - Cookie Cartel' clearly indicates a branded product. 'Cookie Cartel' appears to be the brand name, as it follows the dash separator which typically denotes the manufacturer/brand in product listings. 'Caramelo Banditos' is the specific product/variant name within the Cookie Cartel brand lineup — 'Caramelo' is Spanish/Portuguese for 'caramel', and 'Banditos' is a playful Spanish-derived word meaning 'bandits', consistent with the thematic branding of 'Cookie Cartel' (a brand built around a criminal/gang theme applied to cookies/snacks). The word 'Sticker' suggests this may be a promotional or packaging sticker associated with the product, or a label variant. Cookie Cartel is a known artisan/specialty cookie brand. The use of Spanish-influenced naming (Caramelo, Banditos) and the 'Cartel' theme are consistent with a deliberate, cohesive brand identity, strongly confirming this is a branded product."
Pillar,Unbranded,0.9959,NA,A,accepted,,"The product title 'Pillar' is a single generic word with no additional context, brand identifiers, manufacturer names, or product-specific details. 'Pillar' is a common English noun referring to a structural or cylindrical support element, and in a grocery/food-service context could refer to a generic commodity item (e.g., a pillar candle, a structural supply, or possibly a generic food item). There is no recognizable brand name, logo reference, SKU, or manufacturer information associated with this title. It appears to be an unbranded or generic listing with minimal descriptive information."
#_# Assorted Roleys (Box of 6) - Meemees,Branded,0.9959,Meemees,A,accepted,,"The product title 'Assorted Roleys (Box of 6) - Meemees' clearly indicates a branded product. 'Meemees' appears after a dash, which is a common catalog format for denoting the brand name. 'Roleys' appears to be a proprietary product name (likely a type of rolled snack or confectionery) sold under the Meemees brand. The product comes in a box of 6 units, suggesting a packaged, commercially produced item. Meemees is a known Indian snack/confectionery brand, further confirming the branded nature of this product."
YU001517 Sensor Magnetiv 2 Nc,Unbranded,0.9959,NA,A,accepted,,"The product title 'YU001517 Sensor Magnetiv 2 Nc' appears to be an internal SKU/catalog code (YU001517) followed by a generic product description. 'Sensor Magnetiv 2 Nc' refers to a magnetic sensor with 2 NC (Normally Closed) contacts — a technical/industrial component description. There is no recognizable brand name present in the title. The prefix 'YU' followed by digits is consistent with an internal item code used by a distributor or catalog system. 'Magnetiv' appears to be a phonetic/transliterated spelling of 'Magnetic' (possibly from a non-English language input). No brand indicators such as a manufacturer name, trademark, or logo reference are present. This is likely a generic or house-brand industrial sensor listed without explicit branding."
GTC Pizza Box 9x9,Branded,0.9968,GTC,A,accepted,,"The product title 'GTC Pizza Box 9x9' contains the prefix 'GTC' which appears to be a brand or manufacturer code for packaging products. 'GTC' is a known packaging/box manufacturer in India that produces food-service packaging including pizza boxes. The '9x9' refers to the dimensions of the pizza box (9 inches x 9 inches), which is a standard small pizza box size. The product is a branded packaging item sold under the GTC brand name, commonly used in the Indian food-service and B2B grocery sector."
Rice Flat Noodle 10mm   500g pkt   How How,Branded,0.9975,How How,A,accepted,,"The product title ends with 'How How', which is a recognizable brand name for Asian noodle and pasta products. 'How How' is a known brand (commonly associated with Southeast Asian/Chinese-style noodle products sold in Asian grocery and food-service markets, including India). The product itself is a Rice Flat Noodle of 10mm width, packaged in a 500g packet. The brand name 'How How' appears at the end of the title, which is a common placement convention in B2B catalog listings. The product is clearly a packaged, branded SKU with defined weight (500g) and format (pkt), further supporting that it is a manufactured branded product rather than a loose/unbranded commodity."
HONEY GOCHUJANG SAUCE,Unbranded,0.9975,NA,A,accepted,,"The title 'HONEY GOCHUJANG SAUCE' is a purely descriptive product name indicating a sauce made with honey and gochujang (a Korean fermented chili paste). There is no brand name, manufacturer name, trademark, or proprietary identifier present in the title. It reads as a generic/commodity product listing typical of unbranded bulk or private-label food-service catalog entries in Indian B2B markets. No recognizable brand associated with this specific product name can be identified."
Malas strawberry crush 750ml,Branded,0.9981,Malas,A,accepted,,"The product title clearly begins with 'Malas', which is a well-known Indian brand that manufactures fruit crushes, syrups, and squashes used in the food service and beverage industry. 'Malas' is a recognized brand in the Indian B2B/HoReCa segment, commonly supplying flavored crushes like strawberry, rose, mango, etc. The product is a 750ml strawberry crush, which is a standard SKU size for this brand. The brand name 'Malas' is distinctly identifiable and not a generic descriptor, confirming this is a branded product."
Dust Pan  Supli,Unbranded,0.9981,NA,A,accepted,,"The product title 'Dust Pan Supli' refers to a dustpan, which is a common cleaning/utility tool. 'Supli' appears to be a phonetic or colloquial/regional term (possibly a transliteration or local slang for 'supply' or a descriptor of the item type/variant), not a recognizable brand name. There is no identifiable manufacturer brand, trademark, or company name associated with this listing. The title follows a pattern typical of generic, unbranded utility/household items sold in Indian B2B catalogs, where product descriptions are informal and may include local language terms or abbreviations. No packaging brand, logo reference, or known brand identity is present."
PERFECT NO-BAKE CHEESECAKE MIX (1KG),Branded,0.9981,Perfect,A,accepted,,"The product title 'PERFECT NO-BAKE CHEESECAKE MIX (1KG)' begins with 'PERFECT', which appears to be a brand name rather than a descriptive adjective in this context. In Indian B2B food-service catalogs, 'Perfect' is a known brand that manufactures baking mixes, dessert mixes, and related food products. The product is a no-bake cheesecake mix sold in a 1KG pack, typical of a food-service/HoReCa format. The capitalization of 'PERFECT' at the start of the product name, followed by the product descriptor, is consistent with branded product naming conventions. 'Perfect' brand is associated with bakery and confectionery ingredients in the Indian market."
Economy - Staff Toor Dal 1 Kg (Non IP) 131965,Branded,0.9981,Economy,A,accepted,,"The product title begins with 'Economy' which is a known brand name used in the Indian B2B/food-service grocery market for staples and pulses. 'Staff Toor Dal' suggests this is a staff/institutional variant (commonly sold to hotels, canteens, or institutional buyers) of Toor Dal (split pigeon peas). '1 Kg' indicates the pack size. '(Non IP)' likely means 'Non-Individually Packed' or 'Non-Iodized/Plain' — in the context of pulses, it most likely refers to a non-individually packed or non-retail pack variant, possibly without inner packaging, suited for bulk/institutional use. '131965' appears to be an internal SKU or catalog code. The word 'Economy' here is capitalized and precedes the product descriptor in a manner consistent with a brand name rather than a generic descriptor of price range, and it is a recognized brand in the Indian institutional food supply chain."
Laddle Chinese with wooden handle 4 inch,Unbranded,0.9981,NA,A,accepted,,"The product title 'Laddle Chinese with wooden handle 4 inch' is a purely descriptive listing of a kitchen utensil — a Chinese-style ladle with a wooden handle measuring 4 inches. There is no brand name, trademark, or manufacturer mentioned anywhere in the title. The spelling 'Laddle' (instead of 'Ladle') further suggests an informal, unbranded listing typical of generic kitchenware sold in Indian B2B food-service catalogs. No proprietary brand identifiers, logos, or company names are present. This is a generic/commodity kitchen tool."
Ziplock Bags,Branded,0.9981,Ziploc,A,accepted,,"Ziploc is a well-known brand of resealable plastic bags owned by SC Johnson. The term 'Ziplock' in this listing is a common phonetic/spelling variant of the trademarked brand name 'Ziploc'. While 'ziplock' is sometimes used generically to describe any resealable bag with a zip-seal closure, the capitalization and specific usage here strongly suggests reference to the Ziploc brand. In Indian B2B catalogs, the brand name is often misspelled or transliterated loosely, and 'Ziplock Bags' almost certainly refers to the Ziploc branded product rather than a generic resealable bag (which would typically be listed as 'resealable bags', 'zip seal bags', or 'grip seal bags'). Ziploc is widely distributed in India and recognized in food-service and grocery contexts."
Italian Focassia Polly Bag 8 x 10 Inch,Unbranded,0.9981,NA,A,accepted,,"The product title 'Italian Focassia Polly Bag 8 x 10 Inch' describes a type of Italian bread (Focaccia, likely misspelled as 'Focassia') packaged in a polly/poly bag of dimensions 8 x 10 inches. The title contains only a product type descriptor (Italian Focaccia), packaging type (Polly Bag), and size specification (8 x 10 Inch). There is no identifiable brand name present in the title. 'Italian' here refers to the style/origin of the bread, not a brand. The listing appears to be a generic/unbranded bakery product, likely sold in bulk or food-service format, which is common in Indian B2B grocery catalogs. No manufacturer or brand identity is indicated."
#_# BC - Aam Ice Cream [300ML] - BICO,Branded,0.9985,BICO,A,accepted,,"The product title explicitly mentions 'BICO' at the end, which is a well-known Indian ice cream brand. 'BC' at the beginning likely refers to an internal seller/catalog code. The product is 'Aam (Mango) Ice Cream' in a 300ML pack size. BICO is a recognized ice cream brand operating in India, making this clearly a branded product. The '#_#' prefix is likely a catalog or listing artifact."
#_# Tender Coconut Litchi Ice Pop - Getaway,Branded,0.9985,Getaway,A,accepted,,"The product title 'Tender Coconut Litchi Ice Pop - Getaway' clearly indicates a branded ice pop product. 'Getaway' appears at the end of the product name, which is a common format in Indian B2B catalogs where the brand name follows the product description after a hyphen or dash. 'Getaway' is a known ice cream/frozen dessert brand in India. The product itself is a flavored ice pop combining tender coconut and litchi flavors, which is a typical SKU for an ice cream/frozen novelty brand. The structured naming convention (flavor/product type - Brand) strongly supports this being a branded product."
Wonder Wipe (3pc),Branded,0.9985,Wonder Wipe,A,accepted,,"The product title 'Wonder Wipe (3pc)' contains a distinctive proper-noun brand name 'Wonder Wipe'. The capitalization of both words and the stylized naming convention strongly suggest this is a branded product. 'Wonder Wipe' is a known brand of cleaning/hygiene wipes available in the Indian market, sold in multi-pack formats (here 3 pieces). The '(3pc)' suffix indicates a pack size/quantity descriptor, which is typical of branded SKU listings. The name is not a generic descriptor of the product category but a specific trade name."
