title,label,confidence,brandname,verdict,status,flags,reasoning
Luster Dust Royal Gold,Branded,0.0,Luster Dust,D,grey,likely_wrong;morphology_guard,"Luster Dust is a well-known brand of edible metallic/shimmer powder used in cake decorating and confectionery, sold under the 'Luster Dust' brand name by various manufacturers including Wilton and specialty baking suppliers. In this title, 'Luster Dust' occupies the brand/product-line slot and 'Royal Gold' is the color/variant descriptor. The combination 'Luster Dust Royal Gold' follows the pattern of a branded edible shimmer product with a shade name. However, it must be noted that 'luster dust' is also used generically in the baking industry to describe the category of edible shimmer powders. Given the capitalization and catalog context, this is most likely a branded product line. Partial morphology-based inference applies: the capitalization and catalog placement suggest a brand name, but 'luster dust' as a category term means this classification carries some uncertainty. On balance, treating 'Luster Dust' as the brand name is the more defensible reading in a B2B catalog context."
Kiley Soda 250 ML - SNACC,Branded,0.0,Kiley Soda,D,grey,likely_wrong;morphology_guard,"The title contains two candidate brand signals. First, 'Kiley Soda' in the head position: 'Kiley' is not a standard English or common Indian vernacular word for any product or ingredient; it functions as a coined product/brand name for a soda. Unrecognized token as a standalone word — morphology-based inference, not recalled knowledge — but its position as a modifier to 'Soda' (the generic product word) strongly suggests it is a brand name distinguishing this soda from generic soda. Second, 'SNACC' appears in the trailing '- X' suffix slot, which in this catalog's structure typically identifies the seller. 'SNACC' is a stylized spelling (double-C) of 'snack', commonly used as a D2C/small-seller brand name in Indian food-service catalogs — morphology-based inference, not recalled knowledge. Either token (Kiley as product brand, or SNACC as seller brand) is sufficient to classify this as Branded. The primary product brand is taken as 'Kiley Soda' since it directly names the product; SNACC is the seller. The product is branded under 'Kiley Soda' sold by SNACC."
#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,Branded,0.0,Meemees,D,grey,likely_wrong,"The title follows the 'product - Seller/Brand' pattern where 'Meemees' occupies the trailing seller/brand suffix slot after the hyphen. 'Cookies and Cream Ice-cream Tub (100ml)' is the product description, and 'Meemees' is the brand or seller name identifying the maker. 'Meemees' is not a known English, Hindi, or other Indian vernacular word for any food or commodity item — it functions as a proper brand/seller name. While I cannot recall a verified corporate history for Meemees (unrecognized token in terms of ownership details), the structural slot it occupies (post-hyphen identifier) and the fact that it is not a generic or vernacular product word confirms it is a brand/seller name. Morphology-based inference also supports this: the reduplicated form 'Meemees' is a coined proper name pattern common in D2C/small food brands, but the primary basis is structural slot analysis, not morphology alone."
#_# Square Butter Paper - Le Four,Branded,0.0,Le Four,D,grey,likely_wrong,"The title follows the 'Product - Seller/Brand' pattern common in this catalog. 'Square Butter Paper' is the product description (a commodity baking/food-service item). 'Le Four' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Le Four' is a French phrase meaning 'The Oven', commonly used as a bakery or food-service brand name. It is not a generic food or household word in any Indian vernacular language. While I cannot independently verify the exact company registration details, the structural slot placement and the non-generic, coined brand-style name (French culinary reference used as a business identity) strongly indicate this is a branded seller name. Morphology-based inference partially applies here — the French culinary naming convention is consistent with bakery/food-service branding — but the primary evidence is the structural '- X' slot placement, which in this catalog reliably marks a seller or brand name."
Long Note Book 200 Pgs Chandras SB,Branded,0.0,Chandras,D,grey,likely_wrong,"The title follows the pattern 'product description - seller/brand name' where 'Chandras' occupies the trailing brand/seller slot after the product description 'Long Note Book 200 Pgs'. 'SB' likely stands for 'Spiral Bound' or is a SKU suffix, not a brand. 'Chandras' is a proper noun (a name derived from 'Chandra', a common Indian personal/family name) appearing in the seller/brand position. It is not a generic product word or vernacular commodity term. While I cannot recall a nationally famous stationery brand called 'Chandras', it fits the pattern of a small/local stationery brand or seller name. Morphology-based inference: the possessive/brand-style suffix '-s' on a proper noun 'Chandra' is consistent with a brand or seller identity. Per catalog rules, a seller name in a trailing slot counts as branded."
Twinning Lemon Tea,Branded,0.0,Twinings (Twinings of London),D,grey,likely_wrong;morphology_guard,"Twinings is a well-known British tea brand owned by Associated British Foods, founded in 1706. It produces a popular Lemon Tea variant. The title 'Twinning Lemon Tea' is a phonetic/spelling variant of 'Twinings' — the double-N spelling is a common misspelling of the brand name seen in Indian B2B catalogs. 'Lemon Tea' is the product descriptor. The brand identifier occupies the head-noun slot of the title. This is a recalled fact about a globally recognized brand, not a morphology-based inference."
Outer Bag SOS 70 GSM - Snacc,Branded,0.0,Snacc,D,grey,likely_wrong,"The title follows the 'product description - SellerName' pattern. 'Outer Bag SOS 70 GSM' is a pure commodity/packaging descriptor (SOS = self-opening sack, 70 GSM = paper weight specification). 'Snacc' appears in the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Snacc' is an unrecognized token as a manufacturer but structurally occupies the seller/brand slot. It does not correspond to any known vernacular food word in Hindi, Tamil, Telugu, or other major Indian languages. Morphology-based inference, not recalled knowledge: the spelling 'Snacc' (double-c variant of 'snack') is consistent with a coined D2C or small-brand name style common in Indian food/packaging businesses. The structural slot evidence is sufficient to classify as Branded regardless of morphological inference."
Butter Croissant-Snacc,Branded,0.0,Snacc,D,grey,likely_wrong;morphology_guard,"The title follows the 'product - seller/brand' pattern: 'Butter Croissant' is the product description (a standard bakery item), and 'Snacc' occupies the trailing suffix slot after the hyphen, indicating a seller or brand name. 'Snacc' is not a standard English, Hindi, or other Indian vernacular word for any food item or commodity — it is a stylized spelling of 'snack' used as a brand/seller identity. Unrecognized token as a registered national brand, but the structural slot and stylized spelling are consistent with a D2C or small bakery brand name (morphology-based inference, not recalled knowledge). The product itself (butter croissant) is a generic bakery item, so 'Snacc' is the only candidate brand element, and its position in the trailing slot confirms it as the brand/seller identifier."
DV Grenadine Syrup 750 ml,Branded,0.0,DV,D,grey,likely_wrong;morphology_guard,"The title begins with the token 'DV' which occupies the brand/maker slot before the product descriptor 'Grenadine Syrup 750 ml'. 'Grenadine Syrup' is a standard pomegranate-flavoured bar syrup — a generic product category. 'DV' is not a vernacular word in any Indian language, nor is it an internal code pattern; it is a two-letter initialised brand identifier. DV (also seen as 'DaVinci' or other house brands in the bar-syrup segment) functions as the manufacturer/brand name here. Specific ownership: unrecognized token beyond being a brand abbreviation in the beverage syrup space — morphology-based inference, not recalled knowledge for the full owner name — but the structural position (leading abbreviation before product noun) and non-vernacular, non-generic nature of 'DV' confirm it is a brand identifier, not a descriptor."
Q-com Teacake Blister Tray,Branded,0.0,Q-com,D,grey,likely_wrong,"The token 'Q-com' occupies the leading position in the title, functioning as the manufacturer/brand identifier for the product 'Teacake Blister Tray'. 'Teacake' is a generic baked-goods term (a small, flat, sweet cake or biscuit), and 'Blister Tray' is a generic packaging descriptor. 'Q-com' is not a vernacular food word in any Indian language; it is a coined alphanumeric label consistent with a brand or manufacturer name. While I cannot recall a specific corporate owner or registration for 'Q-com' in the Indian food/packaging sector, the structural slot it occupies (leading modifier before a generic product noun) is the canonical brand position in this catalog's naming convention. Morphology-based inference, not recalled knowledge — but the structural slot evidence is strong: a non-generic, non-vernacular token in the leading brand slot."
Newyork Cheese Filling,Branded,0.0,Newyork,D,grey,likely_wrong;morphology_guard,"The title 'Newyork Cheese Filling' contains 'Newyork' as a modifier preceding the generic product description 'Cheese Filling'. In this catalog's structure, a leading proper-noun modifier that is not a descriptor of the product type itself functions as a brand or seller identifier. 'New York' (stylized here as 'Newyork') is not a descriptor of cheese filling as a product category — it does not describe the variety, flavor, or composition of the filling in any standard culinary sense (unlike, say, 'Cheddar Cheese Filling'). It therefore occupies a brand/maker identifier slot. This is consistent with how small/D2C food ingredient brands name themselves after cities or places. Unrecognized token as a specific registered brand — morphology-based inference, not recalled knowledge — but the structural slot analysis supports Branded classification. No vernacular Indian-language meaning for 'Newyork' is applicable here."
#_# Frozen Chonk O Rocher - Chonkers,Branded,0.0,Chonkers,D,grey,likely_wrong;morphology_guard,"The title follows the 'product - seller/brand' pattern: 'Frozen Chonk O Rocher' is the product description (a frozen chocolate/hazelnut confection styled after Ferrero Rocher), and 'Chonkers' occupies the trailing '- X' suffix slot, which per catalog rules counts as a brand/seller name. 'Chonkers' is not a standard English, Hindi, or other vernacular food word; it appears to be a coined trade name for a seller or brand line. 'Chonk O Rocher' is a playful portmanteau/pun name for the product itself, not a standalone brand. The seller/brand identifier is 'Chonkers' in the suffix position. Unrecognized token as a nationally known brand — morphology-based inference, not recalled knowledge — but the structural slot (trailing '- X') is sufficient to classify as Branded per catalog rules."
#_# Big Bag - Stroopie,Branded,0.0,Stroopie,D,grey,likely_wrong,"The title follows the pattern 'Product - SellerName', where 'Big Bag' is the product descriptor and 'Stroopie' occupies the trailing seller/brand slot after the dash. 'Stroopwafel' or 'Stroopie' is a Dutch caramel waffle cookie; however, 'Stroopie' here is not being used as a generic product word — the product is described as 'Big Bag', not 'Stroopie'. The word 'Stroopie' in the suffix slot functions as a brand or seller identifier per the catalog's structural convention. Unrecognized token as a globally known brand, but the structural slot (trailing '- X' position) identifies it as a brand/seller name rather than a product descriptor. Morphology-based inference partially applies, but the structural slot assignment is the primary evidence."
White sesame Seeds 100G - Sancc,Branded,0.0,Sancc,D,grey,likely_wrong,"The title follows the 'product description - SellerName' pattern common in this catalog. 'White sesame Seeds 100G' is a pure commodity description with a weight specification. 'Sancc' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Sancc' is not a known vernacular word in Hindi, Tamil, Telugu, or other major Indian languages meaning sesame or any related food term — it does not function as a product descriptor. It is an unrecognized token as a globally famous brand, but structurally it sits in the seller/brand slot. Morphology-based inference, not recalled knowledge: the token 'Sancc' has no dictionary meaning and no commodity sense, making it most plausibly a seller or brand identifier. Therefore the product is classified as Branded with 'Sancc' as the brand/seller name."
Bandan Cap,Branded,0.0,Bandan Cap,D,grey,likely_wrong;morphology_guard,"The title 'Bandan Cap' appears to function as a brand or seller name rather than a generic product description. 'Cap' in this context is likely the Indonesian/Malay word meaning 'brand' or 'mark' (used widely in South/Southeast Asian product naming conventions, e.g., 'Cap Gajah' = Elephant Brand), making 'Bandan Cap' a brand identifier meaning roughly 'Bandan Brand'. 'Bandan' is not a recognized generic Hindi, Urdu, or other Indian vernacular word for a product category — it does not mean a commodity or food item in any major Indian language I can recall. The structure '[Name] Cap' is a classic South/Southeast Asian brand-naming pattern. However, I must note: 'Bandan' is an unrecognized token in terms of confirmed brand registry knowledge; the inference that this is a brand name rests partly on the 'Cap' suffix convention and the absence of any known generic meaning for 'Bandan' as a product word — this is partially morphology-based inference, not fully recalled knowledge. No owner or manufacturer can be confirmed."
#_# Cone - Dark Chocolate [ 120 ml ] - Getaway,Branded,0.0,Getaway,D,grey,likely_wrong,"The title follows the catalog pattern 'product - SellerName', where 'Getaway' occupies the trailing seller/brand suffix slot after the dash. 'Cone - Dark Chocolate [120 ml]' is the product description (an ice cream cone in dark chocolate flavor, 120 ml serving). 'Getaway' is not a generic English or vernacular food word; it is a coined brand name used to identify the maker/seller of this product. While I cannot independently verify the full corporate ownership of 'Getaway' as an ice cream brand from recalled knowledge (unrecognized token as a specific registered entity), it clearly functions as a brand identifier in the structural slot reserved for seller/brand names in this catalog format. Morphology-based inference supports this, but the structural slot placement is the primary evidence."
DAILY FRESH MILLETS IDLI AND DOSA BATTER POUCH 1/2KG,Branded,0.0001,Daily Fresh,D,grey,likely_wrong,"DAILY FRESH is a brand name used by multiple regional food companies in India for fresh/chilled ready-to-use batters, dairy, and similar perishables. The phrase 'DAILY FRESH' occupies the lead brand-name slot in the title, followed by the product descriptor 'MILLETS IDLI AND DOSA BATTER' and the pack size 'POUCH 1/2KG'. It is not a generic descriptor: 'daily fresh' is not a standard commodity term or vernacular food word in any Indian language. Multiple registered FSSAI-licensed entities trade under the 'Daily Fresh' brand for batter products sold in South Indian markets. The structural position (head of title, before product category) is consistent with a brand name. Note: the exact corporate owner cannot be pinned to a single national entity as several regional players use this name, but the token functions as a brand identifier, not a generic descriptor."
Zukni Green,Unbranded,0.0001,NA,D,grey,likely_wrong,"The title consists of only two tokens: 'Zukni' and 'Green'. 'Green' is a common descriptor (color/variety). 'Zukni' is an unrecognized token — it does not correspond to any recalled brand, manufacturer, or seller in the Indian grocery/food-service space. It may be a vernacular or regional word for a vegetable or food item (possibly a variant spelling of 'zucchini' or a local dialect word), but no brand identity can be confirmed. Morphology-based inference, not recalled knowledge — the word does not structurally occupy a seller/brand slot (there is no 'product - X' suffix, no inline brand marker). Without a verifiable fact linking 'Zukni' to a specific maker or brand, the title is classified as unbranded commodity description."
Jain Hing Powder,Branded,0.0001,Jain,D,grey,likely_wrong,"The title follows the pattern '[Seller/Brand] [Product Description]'. 'Hing' is the Hindi/Marathi vernacular word for asafoetida (a spice), a common commodity ingredient. 'Powder' is a processing descriptor. 'Jain' occupies the leading modifier slot, functioning as a brand or seller name identifying a specific maker. 'Jain' is a known surname and business name used by multiple Indian food companies (e.g., Jain Food Products, Jain Agro). It is not a product descriptor or vernacular food word. Therefore 'Jain' identifies the brand/seller, making this a branded product."
EVD DAIRY WHITENER 1 KG,Branded,0.0003,EVD,D,grey,likely_wrong,"EVD appears as a distinct initialised token preceding the product descriptor 'DAIRY WHITENER 1 KG'. It occupies the brand/maker slot at the head of the title. EVD Dairy Whitener is a product associated with Excellent Dairy (EVD brand) sold in Indian markets. The token is not a vernacular food word, not an internal code, and not a generic descriptor — it is a coined abbreviation functioning as a brand identifier. While full ownership details are not recalled with certainty, the structure and token type are consistent with a branded product. Note: full corporate ownership is an unrecognized detail, but the token itself is clearly a brand abbreviation, not a generic term."
GFB Mushroom Patty,Branded,0.0003,GFB,D,grey,likely_wrong;morphology_guard,"GFB is an initialism occupying the brand/maker slot at the head of the title, preceding the product descriptor 'Mushroom Patty'. GFB stands for 'The Good Food Brand', a branded food product line. The structure 'BRAND + product description' is a classic branded SKU pattern. 'Mushroom Patty' is a generic product descriptor (a patty made with mushroom), not a brand name. The initialism GFB is not a vernacular or commodity word in any Indian language context. Note: while I recall GFB as associated with 'The Good Food Brand', if this specific association is incorrect, the token GFB remains an unrecognized token that is nonetheless clearly functioning as a brand identifier in this title structure — morphology-based inference supports branded classification, but the primary basis is the structural slot and initialism format."
Chilled Chicken Thigh Boneless 1 kg (Rsons),Branded,0.0003,Rsons,D,grey,likely_wrong,"The title follows the pattern 'product description - seller/brand name in parentheses'. 'Rsons' appears in the trailing parenthetical slot, which in this catalog's naming convention identifies the seller or brand. 'Chilled Chicken Thigh Boneless 1 kg' is a pure commodity description (cut, temperature state, weight). 'Rsons' is not a generic English or vernacular word for any food item or commodity; it occupies the maker/seller identifier slot. Unrecognized token as a nationally famous brand, but structurally it functions as a seller/brand name in the suffix slot — this is consistent with a small/local/D2C seller named 'Rsons'. Morphology-based inference partially applies for the brand's ownership, but the structural slot assignment is fact-based per catalog conventions."
Rice flour Vijay 1KG-SNACC,Branded,0.0003,Vijay,D,grey,likely_wrong;morphology_guard,"The title contains two candidate brand tokens: 'Vijay' and 'SNACC'. 'Vijay' appears mid-title as a qualifier to 'Rice flour', occupying the brand/maker slot — it is a proper noun used to identify a specific producer or brand of rice flour, not a generic Hindi/Tamil/Telugu word for the product itself (vijay means 'victory' in Sanskrit-derived languages, but here it functions as a brand identifier for the product). 'SNACC' appears in the trailing '- X' suffix slot, which in this catalog typically denotes the seller name; 'SNACC' is an unrecognized token that could be a seller/platform name (morphology-based inference, not recalled knowledge). Between the two, 'Vijay' is the primary brand name printed on the product itself (inline brand), while SNACC is likely the seller. The product is branded under 'Vijay'. '1KG' is a pack-size descriptor. 'Rice flour' is the generic commodity name."
#_# COCO 40% Dark Chocolate - Ether,Branded,0.0004,Ether,D,grey,likely_wrong;morphology_guard,"The title follows the 'product - SellerName' pattern. 'COCO 40% Dark Chocolate' is the product description (coco/cocoa-based dark chocolate at 40% cocoa content). 'Ether' occupies the trailing '- X' suffix slot, which per catalog rules identifies the seller or brand. 'Ether' is not a vernacular food word in any Indian language; it is an English/scientific word used here as a brand/seller name. The product description itself ('COCO 40% Dark Chocolate') contains no independently recognizable brand. Therefore the branding comes from the seller name 'Ether' in the suffix slot. Unrecognized token as a national brand — morphology-based inference that it is a D2C/small seller brand, but the structural slot assignment (trailing '- X') is a verifiable catalog rule, not morphology-based."
Rich Whipping Cream Gold,Branded,0.0007,Gold,D,grey,likely_wrong,"'Rich' is a well-known brand in the food-service/dairy sector (Rich Products Corporation, a US-based company with significant presence in India's food-service market, known for whipping creams and toppings). 'Whipping Cream' is the product descriptor. 'Gold' appears to be a product line/variant name under the Rich brand. The structure is: [Brand: Rich] [Product: Whipping Cream] [Variant/Line: Gold]. Rich Products' whipping creams are widely distributed in Indian food-service channels under names like 'Rich's' or 'Rich'. However, it is also possible 'Gold' is a separate brand or seller name in a trailing slot. The most verifiable fact is that 'Rich' (Rich Products Corporation) is a recognized brand for whipping cream in Indian B2B food-service catalogs, making this title branded. 'Gold' may be a sub-line or variant descriptor. Overall, the presence of 'Rich' as a known brand name for whipping cream is sufficient to classify this as Branded."
San Marzano - Pomace Olive Oil,Branded,0.0012,San Marzano,D,grey,likely_wrong,"San Marzano appears in the leading position before the dash, occupying the brand/seller slot in the title structure 'Brand - Product'. San Marzano is a recognized brand name used for Italian-style food products including olive oils. While 'San Marzano' is also the name of a famous Italian tomato variety (DOP-protected) and a town in Campania, Italy, in this context it is used as a brand identifier for a pomace olive oil product, not as a varietal descriptor (pomace olive oil has no San Marzano tomato connection). The dash-separated structure 'Brand - Product' is a standard catalog format in this B2B dataset where the pre-dash token identifies the maker or seller. Therefore this is classified as Branded with San Marzano as the brand name. Note: whether this is a large international brand or a smaller D2C/regional seller operating under this name cannot be confirmed with certainty, but the structural slot and usage are consistent with a brand identifier."
3 EASTMADE - BLACK PAPER WHOLE (KALI MIRCH),Branded,0.0015,EASTMADE,D,grey,likely_wrong,"The title follows the catalog pattern 'SELLER/BRAND - PRODUCT DESCRIPTION'. 'EASTMADE' occupies the leading seller/brand slot before the hyphen separator. The product described is 'BLACK PEPPER WHOLE (KALI MIRCH)' — 'KALI MIRCH' is standard Hindi for black pepper (kali = black, mirch = pepper/chilli), a generic commodity descriptor. 'EASTMADE' is not a Hindi/vernacular food word; it is a coined compound (East + Made) that functions as a brand or seller identifier. It is recognized as a spice/food brand operating in the Indian market. The numeral '3' at the start is likely a catalog sequence number, not part of the brand name. Therefore the product is BRANDED under EASTMADE."
Teqila Blanco Don Angel 750 Ml,Branded,0.0015,Don Angel,D,grey,likely_wrong,"The title refers to a Tequila Blanco product. 'Tequila Blanco' is a generic category descriptor for unaged (clear) tequila. 'Don Angel' is the brand name identifying the specific maker/label of this tequila. 'Don Angel' is a recognized tequila brand; 'Don' is a common honorific prefix used in Mexican/Spanish spirits branding (e.g., Don Julio, Don Ramón), and 'Angel' is the proper name component. The 750 Ml is a standard bottle size descriptor. The brand name occupies the maker-identifier slot in the title, following the product category descriptor 'Teqila Blanco'. This is a branded product with 'Don Angel' as the brand name."
Chicken Tikka filling-Snacc,Branded,0.0015,Snacc,D,grey,likely_wrong,"The title follows the 'product - seller' pattern: 'Chicken Tikka filling' is the product description (a spiced chicken preparation used as a filling), and 'Snacc' occupies the trailing suffix slot after the hyphen, identifying the seller/maker. 'Snacc' is not a standard English, Hindi, or other Indian vernacular word for any food item or commodity — it is a stylized spelling of 'snack' used as a brand/seller identity. This is a common D2C/small-seller naming convention in Indian B2B catalogs. Morphology-based inference is involved in confirming it as a brand name rather than a generic descriptor, but its structural position in the 'product - X' slot is the primary evidence for branding. No generic commodity meaning is known for 'Snacc' as a standalone word in any Indian language."
CARNATTION MILK  405 GM ( EVAPORATED MILK ),Branded,0.0019,Carnation (Nestlé),D,grey,likely_wrong,"CARNATTION is a misspelling of 'Carnation', a well-known evaporated/condensed milk brand originally created by the Pacific Coast Condensed Milk Company in 1899 and acquired by Nestlé in 1985. Nestlé markets Carnation evaporated milk globally, including in India. The 405 GM size and the parenthetical '(EVAPORATED MILK)' confirm this is the product descriptor, while CARNATTION/Carnation occupies the brand-name slot at the head of the title. The misspelling does not change the identity of the brand — it is a common OCR/data-entry error for 'Carnation'."
Grated mozzarella New Onesta,Branded,0.0019,New Onesta,D,grey,likely_wrong,"The title follows the pattern '<product description> - <seller/brand name>'. 'Grated mozzarella' is a pure product description (a dairy ingredient, shredded mozzarella cheese). 'New Onesta' occupies the trailing seller/brand slot. 'Onesta' is an Italian/Latin-derived word meaning 'honesty' but is used here as a proper brand identifier for what appears to be a cheese supplier or dairy brand operating in the Indian B2B market. It is not a generic food or household word in any Indian vernacular language. 'New Onesta' as a compound name functions as a brand/seller identifier. Unrecognized token as a nationally famous brand, but the structural slot and proper-noun usage confirm it is a brand or seller name, not a commodity descriptor."
VIKRAM - CHAKKI ATTA 30 KG,Branded,0.0025,VIKRAM,D,grey,likely_wrong,"The title follows the pattern 'SELLERNAME - PRODUCT DESCRIPTION QUANTITY', where 'VIKRAM' occupies the leading seller/brand name slot before the dash. 'CHAKKI ATTA' is a standard Hindi/Urdu commodity term meaning stone-ground whole wheat flour ('chakki' = stone mill, 'atta' = wheat flour) — it is a generic product descriptor, not a brand. '30 KG' is a pack size. Therefore 'VIKRAM' is the brand or seller identifier. There is a known flour brand called Vikram Atta in Indian markets; however, even if this were a local/D2C seller, the structural slot it occupies (pre-dash lead token) qualifies it as branded per catalog rules. The vernacular product words carry no brand value here."
Shresth Gold Milk 500 Ml,Branded,0.0025,Shresth Gold,D,grey,likely_wrong,"The title contains 'Shresth Gold' as a brand identifier for a 500ml milk product. 'Shresth' (also spelled 'Shreshtha') is a Sanskrit/Hindi word meaning 'best' or 'superior', but here it functions as a brand name rather than a generic descriptor — it is paired with 'Gold' to form a compound brand line name 'Shresth Gold', which is a recognized dairy brand/product line used by dairy cooperatives or private dairies in India (e.g., Shresth Gold Milk is marketed by certain regional dairy brands). The word 'Gold' in dairy branding typically denotes a full-fat or premium variant (as seen in Amul Gold, Mother Dairy Gold), and 'Shresth Gold' together forms a specific branded SKU name. '500 Ml' is the pack size. The structure is: [Brand Name] [Product Type] [Pack Size]. While this may be a regional/smaller dairy brand and full ownership details are not recalled with certainty, the compound 'Shresth Gold' occupies the brand-name slot and is not a generic commodity descriptor. Unrecognized token at ownership level, but the branding structure is clear."
#_# The Godfather (Reeses peanut butter cup) Cookie Dough - Cookie Cartel,Branded,0.0041,Cookie Cartel,D,grey,likely_wrong,"The title follows the 'Product - Seller' pattern common in this catalog. 'Cookie Cartel' occupies the trailing '- X' suffix slot, identifying the maker/seller of this cookie dough product. Additionally, 'Reeses peanut butter cup' is a reference to Reese's, a brand owned by The Hershey Company (USA), used here as a flavor descriptor indicating the cookie dough contains or is inspired by Reese's Peanut Butter Cups. 'The Godfather' is the product line/variant name within Cookie Cartel's range. The primary brand for catalog classification purposes is Cookie Cartel (the seller/maker in the suffix slot). Reese's is a secondary brand reference embedded mid-title as a flavor callout. Both elements confirm this is a BRANDED product."
Maida Kesari Brand 50kgs,Branded,0.0067,Kesari,D,grey,likely_wrong,"The title contains 'Kesari Brand' as an explicit brand identifier. 'Maida' is a well-known Hindi/Urdu word for refined wheat flour — a generic commodity term, not a brand. 'Kesari' here is used in the brand-name slot, directly followed by the word 'Brand', confirming it is the manufacturer/seller identifier for this 50kg bag of maida. 'Kesari' is a recognized flour and food brand name used by multiple regional millers in India (e.g., Kesari Flour Mills). The word 'Kesari' also means 'saffron' or 'lion' in several Indian languages, but its placement immediately before 'Brand' in this title unambiguously assigns it the structural role of a brand name, not a product descriptor. '50kgs' is a pack-size indicator. Therefore, this product is Branded."
#_# Black Ceaser Dough - Cookie Cartel,Branded,0.0086,Cookie Cartel,D,grey,likely_wrong,"The title follows the 'product - seller' pattern where 'Cookie Cartel' occupies the trailing seller/brand slot after the dash. 'Black Ceaser Dough' is the product description (a flavored cookie dough). 'Cookie Cartel' is a coined brand name for a bakery/D2C seller; the word 'Cartel' is an English word but here used as part of a brand identity, not as a generic descriptor. The structural slot (post-dash suffix) is a recognized seller-name position in this catalog. Morphology-based inference is involved in confirming it as a D2C/small seller brand rather than a recalled large manufacturer, but the structural evidence (trailing '- X' slot) is sufficient to classify as Branded."
#_# Motichur Laddu 500gms - Dadus,Branded,0.0086,Dadus,D,grey,likely_wrong,"The title follows the 'product - seller' pattern. 'Motichur Laddu' is a well-known Indian sweet (small boondi-based laddu), a generic product descriptor. 'Dadus' occupies the trailing '- X' suffix slot, which per catalog rules identifies the seller/maker. 'Dadus' is a recognizable sweet shop / confectionery brand name (notably 'Dadu's' is a known mithai brand in India, e.g., Dadu's in Jaipur/Delhi). The product itself is unbranded commodity, but the seller name 'Dadus' in the suffix slot makes the SKU branded."
GK - Infinite Food - Strawberry Smoothie Premix Powder (58 G x 15 sachet),Branded,0.011,Infinite Food,D,grey,likely_wrong,"The title follows the pattern 'GK - <seller/brand> - <product description>'. 'Infinite Food' occupies the brand/seller slot between the two dashes. 'GK' appears to be an internal catalog prefix or seller code. 'Infinite Food' is a named entity in the seller/brand position — it is not a generic food word or vernacular term. 'Strawberry Smoothie Premix Powder' is the product description. '58 G x 15 sachet' is the pack size. The structural slot analysis confirms 'Infinite Food' is the brand or seller name. Unrecognized token as a nationally famous brand, but the positional evidence identifies it as a specific maker or seller name, not a generic descriptor."
#_# Caramelo Banditos Sticker - Cookie Cartel,Branded,0.0141,Cookie Cartel,D,grey,likely_wrong,"The title follows the 'Product - Seller' pattern common in this catalog. 'Cookie Cartel' occupies the trailing seller/brand slot after the dash. 'Caramelo Banditos Sticker' is the product description — 'Caramelo' is Spanish/Portuguese for caramel (a flavor/ingredient descriptor), 'Banditos' is Spanish for bandits (a thematic/design descriptor), and 'Sticker' is the product type. 'Cookie Cartel' is a coined brand name for a cookie/bakery seller; while I cannot independently verify its full corporate history, it occupies the structural seller slot and functions as a proper brand identifier. The combination 'Cookie Cartel' is not a generic food or vernacular word — 'cartel' in this context is used as a brand identity word, not a commodity descriptor. Morphology-based inference partially applies here, but the structural slot position (post-dash) is the primary evidence for branding."
Real Pineapple Juice,Unbranded,0.018,NA,D,grey,likely_wrong,"The title 'Real Pineapple Juice' could refer to the brand 'Real' (owned by Dabur India Ltd., a well-known Indian FMCG company that markets fruit juices under the 'Real' brand). However, in this context, 'Real' is used as a descriptor/adjective meaning genuine or actual pineapple juice, not necessarily as a brand identifier. Without additional context such as 'Dabur Real' or a seller suffix, 'Real' here reads as a generic qualifier. The title lacks any structural indicator (seller suffix, manufacturer name, or unambiguous brand marker) that would confirm it as the Dabur 'Real' brand. Therefore, this is classified as Unbranded — a generic commodity description of pineapple juice described as 'real' (i.e., genuine/natural)."
HOLLO MAT3125*5,Unbranded,0.018,NA,D,grey,likely_wrong,"The title appears to be an internal SKU or product code. 'HOLLO' is likely a descriptor (possibly short for 'hollow') or an unrecognized token used as a product type descriptor, not a recalled brand name. 'MAT3125*5' is a clear alphanumeric product/dimension code (possibly indicating a mat with dimensions 31x25, quantity 5, or a model number). No recognizable brand name, manufacturer, or seller name is present in any slot of the title. There is no recalled knowledge of a brand called 'HOLLO'. Morphology-based inference, not recalled knowledge — 'HOLLO' could theoretically be a brand, but without any verifiable fact supporting this, it cannot be classified as branded. The overall structure resembles an internal catalog code rather than a branded product title."
Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,Branded,0.018,Blinkit / Instamart,D,grey,likely_wrong,"The title follows the 'product - seller' pattern where 'Blinkit / Instamart' occupies the trailing seller-name slot after the dash. Blinkit (formerly Grofers) is a quick-commerce grocery delivery platform owned by Zomato Ltd, operating in India. Instamart is the quick-commerce arm of Swiggy. Both are well-known Indian instant-delivery platforms acting as the seller/brand here. The product itself ('Mother's Day Double Chocolate Brownie box') is a generic product description, but the seller identifier in the suffix slot makes this Branded under the catalog's definition."
