title,label,brandname,conf_phase1,conf_phase2,verdict,status,flags,opus_label,web_findings
MINI JAMUN 100g,Unbranded,,0.8053,0.9497,A,accepted,,Unbranded,"Here’s what the web reveals about the name **“MINI JAMUN 100 g”**, interpreted as a candidate brand or seller name: – A website **minijamun.com** exists, listing “Mini Jamun” but offering only a contact page with an Indian phone number **(+91 8320 894 685)** and email **minijamun@gmail.com**; no company details, products, or trademarks are provided. ([minijamun.com](https://minijamun.com/pages/contact?utm_source=openai)) – A Tamil Nadu-based shop, **Dhara Foods** in Madurai, India, sells a product literally named **“Mini Jamun”** (short for mini gulab jamun) in packaging that includes a **100 g** portion, with full contact and address details (Sampandamurthy Street, Madurai). ([dharafoods.in](https://www.dharafoods.in/product/mini-jamun/?utm_source=openai)) No evidence was found of any registered company, trademark, or brand owner explicitly named “Mini Jamun 100 g.”"
TG-Party Snacks 35G Pouch,Branded,TG,0.8376,0.9702,A,accepted,,Branded,"I located a relevant company matching the “TG Party Snacks” name: Tong Garden. - Tong Garden is a long‑established snack brand (founded 1963) that manufactures nuts, seeds, dried fruits, chips, and party snack mixes in India, with a large product lineup including “Party Snack” variants — for example, Tong Garden Party Snack appears in online listings at BigBasket ([bigbasket.com](https://www.bigbasket.com/pb/tong-garden/?nc=nb&utm_source=openai)). - The brand is part of Tong Garden Group, which operates manufacturing facilities in India (Gujarat), Thailand, and Malaysia, and sells across Asia ([shop.tonggarden.co.th](https://shop.tonggarden.co.th/en/about?utm_source=openai)). - Legally, “TONG GARDEN” is a registered trademark in India (class 30 for snack foods) owned by Ong Teck Chuan of Singapore, per Indian IP records ([companyvakil.com](https://www.companyvakil.com/trademarksearch/TON"
Gas Lighter,Unbranded,,0.814,0.9707,A,accepted,,Unbranded,"I found multiple real Indian businesses using “Gas Lighter” in their company or product names: • Swastik International (Rajkot, Gujarat) manufactures and sells products explicitly labeled “Gas Lighter,” including variants such as “Kitchen Gas Lighter,” “Surya Sealing Pack Lighter,” and combinations with knives; they are a registered GST-registered partnership founded in 2016 ([mishras.in.net](https://www.mishras.in.net/?utm_source=openai)). • Adinath Enterprise (Rajkot, Gujarat) lists “Gas Lighter,” “Kitchen Gas Lighters,” “Spark Gas Lighters,” and related products among their OEM-manufactured and exported items; they operate out of Rajkot with GST registration ([adinathenterprise.in](https://www.adinathenterprise.in/?utm_source=openai)). • Astron Appliances (Rajkot, Gujarat), established in 1999, trades and distributes “Gas Lighter” and “Stainless Steel Gas Lighter” products via TradeIn"
Eggs,Unbranded,,0.8231,0.9756,A,accepted,,Unbranded,"Here’s what the web reveals about the candidate name “Eggs” as a brand, company, or seller in India: - There is a company named **EGGS INDIA PRIVATE LIMITED**, registered in Secunderabad, Telangana—address: 8‑43/A, Gudla Pochempalli, Hakimpet, Secunderabad—operating under the name “Eggs India” ([zaubacorp.com](https://www.zaubacorp.com/companies-EGG?utm_source=openai)). - Multiple other Indian companies include “Egg” in their names, such as **EGG WORLD RESTAURANTS PRIVATE LIMITED** in Udaipur, **EGGISTAAN POULTRY PRIVATE LIMITED** in Mumbai, and **EGG PRODUCTS (INDIA) PVT LTD** in Bhopal ([zaubacorp.com](https://www.zaubacorp.com/companies-EGG?utm_source=openai)). - A trademark for **EGGON** covering “Egg, Egg Whites, Liquid Eggs, Egg Substitute” (Class 29) is registered in Delhi, held by Frescdepops Foods Private Limited ([indiafilings.com](https://www.indiafilings.com/search/eggon-tm-4"
Lemon Ginger Syrup,Unbranded,,0.8322,0.9872,A,accepted,,Unbranded,"Here’s what the web reveals regarding the name **“Lemon Ginger Syrup”** as a distinct brand, company, or seller in India: - Multiple small-scale food or beverage companies in India produce a product named *“Lemon Ginger Syrup”*, including **Rohini’s Food Products** (based in Chennai, Tamil Nadu), which manufactures and exports Lemon Ginger Syrup (700 ml PET bottle and 5 L jerry can), with establishment in 1996 ([tradeindia.com](https://www.tradeindia.com/products/rohini-s-lemon-ginger-syrup-2322290.html?utm_source=openai)). - **Raw Earth Foods & Beverages Pvt Ltd**, located in Bengaluru, Karnataka, also offers a Lemon Ginger Syrup (700 ml bottle, brand “Rohini’s” referenced on a supplier directory) ([exportersindia.com](https://www.exportersindia.com/indian-suppliers/lemon-syrup.htm?utm_source=openai)). - On other retail listings, there are artisanal or D2C brands offering a lemon‑ginger"
Fruit Cocktail Tin,Unbranded,,0.8396,0.9893,A,accepted,,Unbranded,"Here’s what the web reveals about “Fruit Cocktail Tin” as a candidate brand, company, or seller name in India: - **Desouza Farms LLP (Khanapur, Karnataka)** — a certified Indian manufacturer and exporter of fruit cocktail in double‑lacquered tin cans (450 g / 850 g, shelf life 24–36 months), serving bulk B2B customers via ports such as Mundra and Nhava Sheva ([desouzafarms.com](https://www.desouzafarms.com/se/fruit-cocktail?utm_source=openai)). - **Dr. Smith Classic Fruit Cocktail** — a registered trademark (Class 29) under proprietor Kay Sons Oils Pvt. Ltd., covering canned/tinned fruits and similar products ([indiafilings.com](https://www.indiafilings.com/search/dr-smith-classic-fruit-cocktail-tm-5309723?utm_source=openai)). - **Holyland Marketing Pvt. Ltd. (New Delhi)** — markets “Fruit Cocktail” products—including a “Premium 3 kg” tin under the brand Golden Crown—and appears in suppl"
Breakfast Sugar Trust 1 Kg,Branded,Trust,0.7754,0.9895,A,accepted,,Branded,"Here’s what the web search reveals about the candidate name **“Trust”** in connection with **“Breakfast Sugar 1 Kg”**, in factual terms: - A product called **“Trust Brand Breakfast Sugar”** (1 kg) is listed on TradeIndia; it is offered by **Shree Ram Food Additives**, a Delhi‑based manufacturer/supplier/trading company registered in 2016 that sells sugar and sweetener products under the brand name “Trust” ([tradeindia.com](https://www.tradeindia.com/products/trust-brand-breakfast-sugar-6588114.html?utm_source=openai)). - Another listing for **“Trust Breakfast Sugar 1 Kg”** appears on the Hyperpure platform, describing its specifications (fine, free‑flowing crystals, ICUMSA 100–150 IU, etc.) under the **Trust** label ([hyperpure.com](https://www.hyperpure.com/in/trust-breakfast-sugar-1-kg/?utm_source=openai)). - A distributor in Delhi called **Step Up Corporation**, located in Jhilmil Ind"
Crispy Cajun Breading Mix,Unbranded,,0.7815,0.9917,A,accepted,,Unbranded,"Here is what the web documents about the name ""Crispy Cajun Breading Mix"" as a brand, company, or seller in India: - On TradeIndia, **Food Service India Pvt. Ltd.** (based in Mumbai, Maharashtra) lists **“Chef’s Art Crispy Cajun Breading Mix”** under its product offerings, indicating that **Chef’s Art** is the brand name and Food Service India is the seller or manufacturer ([tradeindia.com](https://www.tradeindia.com/products/crispy-cajun-breading-mix-c3419484.html?utm_source=openai)). - TradeIndia also shows an offering titled **“Vkl Crispy Cajun Breading Mix”** where the brand name is **VKL**, and the supplier is **Guru Nanak Paneer Bhandar**, a manufacturer/supplier based in New Delhi, established in 2019 (GSTIN 07AOWPS0792R1ZM) ([tradeindia.com](https://www.tradeindia.com/products/vkl-crispy-cajun-breading-mix-7099076.html?utm_source=openai)). - Other sellers list variants: **Chefys "
CHAT PLATE 6 INCH,Unbranded,,0.8402,0.9958,A,accepted,,Unbranded,"Here’s what the web reveals about **“CHAT PLATE 6 INCH”** as a candidate brand or company name in India: – **Flying Dolphin (Friends Pakwell Industries), New Delhi**: Offers reusable melamine chat plates, including styles labeled “Chat Plate”, “Flying Dolphin Chat Plate” and “re‑usable melamine chat plate.” One listing mentions a 7‑inch rectangular plate, 3‑compartment, but no explicit “6 inch” size for the “Chat Plate” SKU. – Company located in Karol Bagh, New Delhi. ([flyingdolphin.in](https://www.flyingdolphin.in/chat-plate.html?utm_source=openai)) – **Swift International, Indore**: Manufactures “Melamine Dynamic Chat Plate” with a stated production capacity or dimension “6 inches.” Based in Indore, Madhya Pradesh. ([swiftacrylic.com](https://www.swiftacrylic.com/serving-tray.html?utm_source=openai)) – **Cornet Crockery, Delhi**: Offers a “Chat Plate” (ceramic, round), listed on Trade"
Infinite - Eggless Choco Lava Cake Premix 1 Kg Ambient 148873,Branded,Infinite,0.7522,0.9969,A,accepted,,Branded,"Here’s what the web reveals about the name **“Infinite”** in the Indian food/B2B context: • **Infinite Food Solutions Pvt. Ltd.** – Based in Ahmedabad, this company specializes in food and beverage premixes (including bakery, beverages, snacks, ready-to-eat) for the HoReCa and food-service industries; located at Shivprerana Industrial Park, Ahmedabad ([infinitefoodsolutions.com](https://infinitefoodsolutions.com/?utm_source=openai)). • **Infinite Foodcorp** – A Hyderabad-based hospitality services company offering corporate catering, retail food brand management, cafeteria design consultancy, and event operations; headquartered at Raidurg, Hyderabad ([infinitefoodcorp.com](https://www.infinitefoodcorp.com/?utm_source=openai)). • **Infinite Food and Beverages Pvt. Ltd.** – A Delhi-registered private company (since December 2018) involved in restaurant/bar/canteen activities, with director"
SOYA CHAAP STUFFED SF,Unbranded,,0.8312,0.9972,A,accepted,,Unbranded,"I searched for the name “SOYA CHAAP STUFFED SF” as a possible brand, company, or seller in India and found no direct matches under that exact name. However, a similar-sounding entity appears: **KRK Veg Chaap**, which explicitly lists **“STUFFED SOYA CHAAP”** among its product range. KRK Veg Chaap is a real company based in Delhi, India, offering high-protein, maida-free soya chaap including a stuffed variant. Their contact address is in Holambi Khurd, Delhi — Kh. No. 197, Extn. Lal Dora, Near The Mann School, Delhi‑110082. ([soyachaapbusiness.com](https://www.soyachaapbusiness.com/?utm_source=openai)) Thus, while “SOYA CHAAP STUFFED SF” did not correspond to any identified brand or seller, the phrase “Stuffed Soya Chaap” is indeed used by KRK Veg Chaap, a legitimate enterprise supplying that product type."
Plum Essence,Unbranded,,0.7717,0.9979,A,accepted,,Unbranded,"Here is what the web reveals about **Plum Essence** as a brand, company, or seller: Fruit‑smart supplier **FruitSmart, Inc.** markets a product named “Plum Essence”—a pure fruit essence derived from plum juice, processed under U.S. food regulations (cGMP, Kosher, FD&C compliance) and sold for applications such as jams, juices, wine, etc. ([knowde.com](https://www.knowde.com/stores/fruitsmart-inc/products/fruitsmart-inc-plum-essence?utm_source=openai)) A technical data sheet from Sunmet Juice Co. (Tulare, California) also describes “Plum Essence” as a clarified plum‑derived liquid, compliant with U.S. juice HACCP regulations and designated Kosher, sourced from California‑grown plums ([sunmetfruit.com](https://sunmetfruit.com/wp-content/uploads/2025/05/Plum-Essence-150_TDS.pdf?utm_source=openai)) No Indian company, seller, or trademark was found under the exact name “Plum Essence.” However"
Message Card,Unbranded,,0.7867,0.9979,A,accepted,,Unbranded,"Here’s what the web reveals under the name “Message Card”: TONOTO HANDMADE PVT LTD, based in Noida (C‑90, Sector 65, Noida, Uttar Pradesh – 201301), manufactures and sells a product titled **""Message Card – Blank""**, described as a handmade blank card suitable for writing personal messages. They list the product at ₹50 with free pan‑India shipping ([tonoto.in](https://tonoto.in/products/message-card-blank?utm_source=openai)). Additionally, an e‑commerce gift service **GiftsToIndia24x7** offers an add‑on called **“Message Card”**, described as a greeting‑card add‑on where buyers can add custom text to express their feelings when sending gifts to India; no owning company details are specified beyond the marketplace listing ([giftstoindia24x7.com](https://www.giftstoindia24x7.com/i/aog-message-card?utm_source=openai)). Those are the only entities clearly using “Message Card” in their name o"
Artichoke Tin 390 Grms,Unbranded,,0.8203,0.9987,A,accepted,,Unbranded,"Here’s what the web reveals regarding “Artichoke Tin 390 Grms” as a company or brand name: - No company or brand named exactly “Artichoke Tin 390 Grms” appears in India; the term seems descriptive rather than proper. - However, “Habit” is a recognized brand of artichoke hearts packaged in 390 g tins and frequently imported into India; for example, trading data shows shipments labeled “ARTICHOKE HEARTS … IN TIN UNDER HABIT BRAND” ([volza.com](https://www.volza.com/p/artichoke-hearts/import/import-in-india/?utm_source=openai)). Habit artichoke hearts are offered by “Indo Bulkify Trade Pvt Ltd,” located in Kanpur, Uttar Pradesh (CIN: U46309UP2023PTC184909) ([bulkifyb2b.com](https://www.bulkifyb2b.com/products/h7f4f206a3/3141294000003557003?utm_source=openai)). - Additionally, other established brands such as “Epicure” and “Cooks & Co” offer 390 g cans of artichoke hearts sold via Indian mar"
Heeng Papdi 200g,Unbranded,,0.8258,0.9989,A,accepted,,Unbranded,"I found the following real companies or sellers associated with the name/token “Heeng Papdi” in India: • Mahesh Namkeen Private Limited (Lucknow, Uttar Pradesh) markets a “Heeng Papdi Namkeen” in 200 g packaging under its Mahesh brand; the company is a manufacturer and supplier based in Amausi, Lucknow ([exportersindia.com](https://www.exportersindia.com/product-detail/carton-mahesh-heeng-papdi-namkeen-5746081.htm?utm_source=openai)). • The D2C/retail brand Khushbu Namkeen offers a product labeled “Heeng Papdi Mix”, described as a premium, flavored besan papdi snack infused with asafoetida, available in bulk wholesale packaging ([khushbunamkeen.com](https://khushbunamkeen.com/product/heeng-papdi-mix-2/?utm_source=openai)). • “Kakaji Namkeen Delightfull” appears in a catalog featuring “Heeng Papdi” among various packaged snack varieties, indicating usage of that label in their product lin"
RTE-Seths - Chinese Ready Schezwan Sauce (Frozen) 1 Kg,Branded,Seths,0.8325,0.999,A,accepted,,Branded,"I found a credible match for **“Seths”** in the context of ready-to-eat products in India: • **Sethwala Foods Ltd.**, based in Mumbai and operating a poultry-processing facility in Talasari, Maharashtra, uses the **“Seth’s”** label for its ready-to-eat meat product line. The company, originally a B2B chicken supplier, has expanded into retail with the “Seth’s” brand for international‑inspired frozen ready-to-eat products ([sethwalafoods.in](https://sethwalafoods.in/about-us/?utm_source=openai)). There are no trademark filings or listings under exactly **“Seths”** tied to sauces or grocery items, nor did I encounter any other companies directly using the name **“Seths”** in the food space. Therefore, **Sethwala Foods Ltd.** appears to be the only company with a legitimate **“Seth’s”** brand that could correspond to the catalog reference."
Papaya Green,Unbranded,,0.8383,0.9991,A,accepted,,Unbranded,"Here’s what the web reveals about **“Papaya Green”** as a brand/company/seller name: 1. “Papaya Green” appears as a **dietary supplement product** (capsules, high-potency blend) offered by **Panacea Natural Greens India (P) Ltd.**, a Chennai‑registered distributor and supplier of pharmaceutical ointments and creams. The listing names “Papaya Green” as the product and cites the seller as based in Chennai, Tamil Nadu. ([tradeindia.com](https://www.tradeindia.com/products/papaya-green-3587401.html?utm_source=openai)) 2. In the U.S., **Mayuri Foods** sells “Papaya Green” (fresh produce—a pound of green papaya) via the Quicklly grocery platform, identifying it as a product under their “Go Fresh” category with its own SKU (194099). ([quicklly.com](https://www.quicklly.com/grocery-store/papaya-green/194099?utm_source=openai)) 3. There is a **U.S. trademark** for **“GREEN PAPAYA”** registered to"
Red Raddish,Unbranded,,0.8176,0.9992,A,accepted,,Unbranded,"Here’s what I found for the name **“Red Raddish”** (with that specific spelling) as a brand or seller in India: - **Shreenath Agro** lists a product called “Red Raddish” on its website (shreenathagro.com), offering it as a fresh green vegetable (continental category), with prices ranging from ₹50 to ₹300 depending on weight. No additional company or trademark details are provided. ([shreenathagro.com](https://shreenathagro.com/product/red-raddish/?utm_source=openai)) I did *not* find any other companies, trademarks, marketplaces, or registrations using the exact name “Red Raddish” (with that spelling) in India."
Dried figs,Unbranded,,0.808,0.9992,A,accepted,,Unbranded,"Here’s what the web reveals regarding **“Dried figs”** as a company or brand name in India—brief, factual findings: 1. **Bripure Overseas** is an Indian D2C and B2B exporter offering a product explicitly named *“Dried Figs (Anjeer)”*, with detailed descriptions of product specifications (origin, grades, packaging, export scope, certifications) ([bripureoverseas.in](https://bripureoverseas.in/products/figs?utm_source=openai)). 2. **AgroHabit**, based in Northern Rajasthan, sells *“Dried Fig”* (Anjeer) among its product lines—alongside jam and pulp—and operates drying facilities in Hanumangarh and Barmer ([agrohabit.in](https://agrohabit.in/?utm_source=openai)). 3. **Chau Foods**, a Delhi‑based company, offers *“Premium Anjeer (Dried Figs)”* online (Afghan & Turkish varieties) and markets itself among India’s best anjeer brands ([chaufoods.com](https://www.chaufoods.com/anjeer-dried-figs-o"
Butter Chiplet,Unbranded,,0.7037,0.9994,A,accepted,,Unbranded,"Here’s what the web reveals about the name **“Butter Chiplet”** as a brand, company, or seller: • On TradeIndia a product titled ""Butter Chiplets"" is sold by **Dlecta Foods Pvt. Ltd.**, a manufacturer, exporter, and supplier based in Ahmedabad, Gujarat, registered in 2012, offering them as part of their dairy product line ([tradeindia.com](https://www.tradeindia.com/products/butter-chiplets-3500147.html?utm_source=openai)). • A separate listing on TradeIndia shows **Parisa International**, located in New Delhi since 2016, offering a ""Butter Chiplet"" product among its food offerings ([tradeindia.com](https://www.tradeindia.com/products/butter-chiplet-c4716538.html?utm_source=openai)). • A similar product, “Butter Chiplets,” is also listed under **Dlecta Foods Pvt. Ltd.** in Raigarh, Maharashtra, suggesting either a branch or a related facility of the same company ([tradeindia.com](https:/"
Hand Sanitizer HS 100,Unbranded,,0.8207,0.9996,A,accepted,,Unbranded,"I searched for ""Hand Sanitizer HS 100"" as a brand or seller name, but found no Indian company, seller, or trademark registered exactly under that name. No results indicate an Indian business named “Hand Sanitizer HS 100” as an entity or brand. However, the term ""HS‑100"" appears as a specific product model used by Kleenforce—a personal hygiene/OEM product manufacturer in India—for their instant hand sanitizer lines, with variants labeled ""HS‑100 (IPA‑based)"" and ""Hand Rub HS‑100 (ethanol‑based)"" ([kleenforce.in](https://kleenforce.in/personal-hygiene.php?utm_source=openai)). This suggests ""HS‑100"" is a product code rather than a company or seller name. Conclusion in 3–6 sentences: There is no evidence of an Indian company or seller formally named “Hand Sanitizer HS 100.” Instead, the term “HS‑100” appears as a product variant name used by Kleenforce, an Indian personal‑hygiene product man"
Kesari Color,Unbranded,,0.782,0.9996,A,accepted,,Unbranded,"Here’s what the web shows regarding “Kesari Color” as a brand, company, or seller in India: - **Kesari Colours & Resins**: A company listed in Hyderabad, Telangana, named *Kesari Colours & Resins*, located at Shivlok Complex, Doolapally Road, Jeedimetla in Hyderabad, engaged in corporate management activities ([cybo.com](https://www.cybo.com/IN-biz/kesari-colours-resins?utm_source=openai)). - **Ajanta Chemical Industries / Ajanta Food Colours**: This firm offers a blended food color product explicitly named **“Ajanta Kesari”**, with kosher certification—indicating a food-color variant rather than a brand or seller named “Kesari Color” ([12taste.com](https://www.12taste.com/in/wp-content/uploads/2023/01/KOSHER-CERTIFICATE-28-FEB-2023.pdf?utm_source=openai)). - **Kesari (generic/descriptor)**: Several references treat “Kesari color” simply as the saffron‑like hue used in foods—“Kesari (Man"
Party Popper 40 CM,Unbranded,,0.8275,0.9997,A,accepted,,Unbranded,"Here’s what the web reveals about the name “Party Popper 40 CM” as a brand, company, or seller: - A manufacturer named **Shambhu Dayal & Sons** in Shahdara, New Delhi, lists “40 cm party popper” as a product under its brand, offering bulk quantities in its product catalog ([partyproductsindia.com](https://www.partyproductsindia.com/party-popper.html?utm_source=openai)). - **Tarun Decorations**, also based in New Delhi, offers “40 cm birthday party popper” among its product range, branding it under “Tarun decoration” ([tarundecorations.in](https://www.tarundecorations.in/party-popper.html?utm_source=openai)). - On the KPN Fresh marketplace, a product titled **“Seven Party Popper – 40 Cm”** is listed, with brand “SEVEN”, manufactured and packed by Bvishal Corporation, and sold by KPN Farm Pvt. Ltd. ([kpnfresh.com](https://www.kpnfresh.com/seven-party-popper-40-cm/p/10007580?utm_source=open"
Ajwain Whole,Unbranded,,0.8499,0.9997,A,accepted,,Unbranded,"Here is what I found regarding “Ajwain Whole” as a brand or seller name in an Indian B2B or food-service context: - A listing on 1mg shows **“Mewar Impex Ajwain Whole”**, with the marketer named *Mewar Impex*, located in Neemuch, Madhya Pradesh, offering 100 g packs and larger, with product expiry dated May 2027 ([1mg.com](https://www.1mg.com/otc/mewar-impex-ajwain-whole-otc543307?utm_source=openai)). - **Keshav International**, based in Mehsana, Gujarat (established 2005), is a supplier/trading company on TradeIndia offering bulk **“Ajwain Whole Seeds Spices”** under their brand “keshav” ([tradeindia.com](https://www.tradeindia.com/products/ajwain-whole-seeds-spices-6443465.html?utm_source=openai)). - **Hamdard Foods India**, located in Gurugram, Haryana, markets a product called **“Hamdard Khaalis Ajwain Whole”** with their manufacturing address and packaging details listed ([myhamdard"
Cone Blueberry Cheesecake  110 Ml,Unbranded,,0.7606,0.9998,A,accepted,,Unbranded,"I searched for “Cone Blueberry Cheesecake 110 ml” and found no evidence that this exact phrase represents a company, brand, or seller in India—rather, it appears to be a product descriptor. However, the component “Blueberry Cheesecake Ice Cream Cone (110 ml)” is sold under the brand Get‑A‑Way, marketed by PeanutButter & Jelly Pvt. Ltd., with listings on platforms like BigBasket and Flipkart, and manufactured by firms such as Magic World Foods (Maharashtra), Uday Food Industries (New Delhi), and Heritage Foods (Telangana) ([bigbasket.com](https://www.bigbasket.com/pd/40362035/get-a-way-blueberry-conetastic-120-ml/?utm_source=openai)). Thus, no company appears to be named “Cone Blueberry Cheesecake 110 ml,” but “Blueberry Cheesecake Ice Cream Cone” exists as a Get‑A‑Way product from established Indian manufacturers."
ROSE MARY,Unbranded,,0.8057,0.9998,A,accepted,,Unbranded,"Here’s what I found for the name ""ROSE MARY"" (or ""Rose Mary"") in India: 1. On Meesho, ""Rose mary"" appears as part of a product listing—a dried leaf for food and skincare—sold by a shop called *Phillauri_Mall*. The listing includes an FSSAI license number, but “Rose mary” here appears to be the product descriptor rather than the store or brand name. — Meesho listing ([meesho.com](https://www.meesho.com/rose-mary-dried-leaf-for-food-skin-glow-hair-rose-mary-flakes-50gm-pack-of-1/p/9p88ro?utm_source=openai)) 2. *Suvai Exports*, based in Madambakkam, Chennai (Tamil Nadu), uses “Rose Mary Herbal Seed” as one of the spice products they offer. Here, “Rose Mary” refers specifically to a herbal seed variety sold by this exporter. — Suvai Exports product page ([exportersindia.com](https://www.exportersindia.com/suvaiexpo/seed-spices.htm?utm_source=openai)) 3. *Botanika Bharat LLP*, located in Rudr"
Kesar Kaju Katli 500 Gms Gold Foil Cover,Unbranded,,0.8183,0.9998,A,accepted,,Unbranded,"Here is what the web reveals about **“Kesar Kaju Katli 500 Gms Gold Foil Cover”** as a brand or seller name (distinct from the product description): - There is no company, brand, or seller whose name exactly matches **“Kesar Kaju Katli 500 Gms Gold Foil Cover.”** The phrase appears purely as a descriptive product title, not a trade name. - However, **Feedsco India Pvt Ltd**, based in Bhopal, Madhya Pradesh, lists a product called **“Kesar Kaju Katli”** (without the “Gold Foil Cover”) on TradeIndia. They are a manufacturer and supplier of sweets and namkeen since 2017, offering this saffron-infused cashew sweet across India ([tradeindia.com](https://www.tradeindia.com/products/1-box-100-pure-fresh-and-natural-sweet-kaju-katli-brand-feedsco-kesar-7630325.html?utm_source=openai)). - Several other businesses offer similarly titled sweets: - **Bansiwala** (Mumbai) markets **“Kesar Kaju Katli”"
Side Box (Crunch),Unbranded,,0.7248,0.9999,A,accepted,,Unbranded,"I found no exact match for “Side Box (Crunch)” as a standalone brand, company, or seller in India. There is, however, a trademark application for ""Lunch In Box Crunch"" filed on June 21, 2024 by Grihbhog Foods Private Limited, covering ready-to-eat snack products like bakery items, namkeen, and confectionery ([trademarking.in](https://trademarking.in/details/Lunch-In-Box-Crunch-6491516.html?utm_source=openai)). Additionally, there is a D2C gourmet popcorn brand named “The Crunch Box,” founded in 2014, based in New Delhi (Okhla Phase 2), operating in food and beverage retail and known for artisanal popcorn product lines ([in.linkedin.com](https://in.linkedin.com/company/the-crunch-box?utm_source=openai)). No other companies or sellers with a name close to “Side Box Crunch” were found in my search."
Pillar,Unbranded,,0.7275,0.9999,A,accepted,,Unbranded,"I found no evidence of any Indian grocery, food-service, or D2C company operating under the name ""Pillar."" However, several unrelated entities use similar names in other industries or domains: • Nippon Pillar Packing Co. (Japan) holds an Indian-registered trademark “PILLAR” in Class 17 (rubber and packing materials), with a branch office in Chennai, Tamil Nadu ([quickcompany.in](https://www.quickcompany.in/trademarks/793122-pillar?utm_source=openai)). • Ashind Industries Private Limited (Delhi) has filed a trademark application for “PILLAR” in Class 2 (paints and related products), which is currently accepted and advertised ([indiafilings.com](https://www.indiafilings.com/search/pillar-tm-6041337?utm_source=openai)). These show the name is in use in India, though not in grocery or food-service contexts."
Biryani small Box (Serve -1),Unbranded,,0.8173,0.9999,A,accepted,,Unbranded,"I searched for information to determine whether “Biryani small Box (Serve ‑1)” corresponds to any real brand, company, or seller in India. Here is what I found: - No company or brand named exactly “Biryani small Box (Serve ‑1)” appeared in web searches. - However, “Biryani Box” is used by several real entities in India: - **The Biryani Box Co.**, which offers DIY biryani kits such as “Hyderabadi Biryani – Small (serves 2‑3)” ([thebiryaniboxco.com](https://thebiryaniboxco.com/?utm_source=openai)). - **Millennium Pack**, based in Chennai, manufactures plastic biryani boxes (various capacities) and related packaging products ([millenniumpack.co.in](https://www.millenniumpack.co.in/?utm_source=openai)). - Additionally, there is a restaurant chain called **DSF Biryani Express** in Pitampura, New Delhi, offering “Paneer Biryani Small Box [Basmati]” and similar items ([magicpin.in](https://magi"
Chocolate Ice-cream,Unbranded,,0.7997,0.9999,A,accepted,,Unbranded,"Here’s what I found regarding the candidate name **“Chocolate Ice‑cream”** as a brand, company, or seller in India: • TradeIndia lists a product called “Chocolate Ice Cream” sold by **Krishna Ice Cream**, a distributor and supplier based in Auraiya, Uttar Pradesh (established 2000) ([tradeindia.com](https://www.tradeindia.com/products/chocolate-ice-cream-7901760.html?utm_source=openai)). • **Milco Dairy** (Mel‑Kadakkavur KVCS Ltd.), a cooperative in Kerala, sells a product named **Milco Chocolate Ice Cream (1 L)** under the Milco brand ([milcodairy.org](https://www.milcodairy.org/products/details/milco-chocolate-ice-cream?utm_source=openai)). • **Soex India Pvt. Ltd.**, headquartered in Mumbai, markets a product labeled “Chocolate Ice Cream” as part of its export product line ([soex.com](https://soex.com/product/chocolate-ice-cream/?utm_source=openai)). • **SCOOPWALA**, an ice‑cream manu"
Fresh Cream - 250ml,Unbranded,,0.8266,0.9999,A,accepted,,Unbranded,"Here’s what the web reveals about “Fresh Cream – 250 ml” as a possible brand/company/seller in India: • TradeIndia lists **Fresh Cream 250 ml** as a product offered by **Awesome Dairy**, an exporter, manufacturer, distributor, supplier, and wholesaler based in **Mumbai, Maharashtra**, established in 2000, with GST number **27AANCA9786H1ZW** ([tradeindia.com](https://www.tradeindia.com/products/fresh-cream-250ml-4294694.html?utm_source=openai)). • Multiple retailer listings (e.g., BigBasket, TradeIndia, online stores) show **Amul Fresh Cream 250 ml**, produced and marketed by **Gujarat Cooperative Milk Marketing Federation Limited** (Kaira District Co‑operative Milk Producers Union, Anand, Gujarat), distributed via suppliers like **Amrut Agency** (Mundra, Gujarat) and **Gauri Distributors** (Pune, Maharashtra) ([bigbasket.com](https://www.bigbasket.com/pd/40102603/amul-fresh-cream-25-milk"
Duster,Unbranded,,0.7675,0.9999,A,accepted,,Unbranded,"Here’s what the web reveals about the candidate name **“Duster”** in the context of India, across trademarks and company/seller listings: - A trademark “DUSTER” is registered in Class 30 (tea and confectionery) by Mr. Sanjay Kumar Burma, Kolkata/Orissa (application filed February 6, 2013) ([indiafilings.com](https://www.indiafilings.com/search/duster-tm-2473528?utm_source=openai)). - Another “DUSTER” trademark in Class 25 (footwear, expired) was filed by K.S. Footwear (P) Ltd., Delhi (application July 16, 2012) ([indiafilings.com](https://www.indiafilings.com/search/duster-tm-2364495?utm_source=openai)). - A trademark “Duster” (building materials, plywood etc.) was filed by Ram Parshad Kidar Nath, valid until August 8, 2022 ([trademarking.in](https://trademarking.in/details/Duster-2376628.html?utm_source=openai)). Thus, “Duster” appears in multiple Indian trademark registrations across d"
